Since update constantly get this error. Removed from system and will manually move photos and vids. Needs fixing asap.,"[0.0, 0.3333333333333333]","[0.0, 0.852, 0.148]",1
J,"[0.0, 0.0]","[0.0, 0.0, 0.0]",2
Latest update gives error cloud agent has been stopped. Please correct it tx,"[0.5, 0.9]","[0.261, 0.489, 0.25]",1
"Great app, can be used for personal and professional use ..","[0.3, 0.38333333333333336]","[0.291, 0.709, 0.0]",3
"What kind of stupid update is this that keep giving people problem with ""cloudagent""","[-0.09999999999999998, 0.95]","[0.121, 0.556, 0.323]",1
Carsual from dropbox was much better,"[0.5, 0.5]","[0.367, 0.633, 0.0]",1
Great app to keep all your files. I also got spacious storage.,"[0.8, 0.75]","[0.291, 0.709, 0.0]",3
Comes in hand when you need it to store things,"[0.0, 0.0]","[0.262, 0.738, 0.0]",2
Pic s,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Can't even take a picture on my camera or open a photo in a msg because of drop boxes recent update. Horrible. Having to Uninstall a product that I used all the time and advertised for. Just ridiculous - fix the app already,"[-0.3333333333333333, 0.6875]","[0.0, 0.808, 0.192]",1
"For God's sake fix this ""Cloud agent has stopped"" bug. So bloody annoying. NOT HAPPY.","[-0.6666666666666666, 0.9333333333333332]","[0.189, 0.468, 0.343]",1
Nice,"[0.6, 1.0]","[1.0, 0.0, 0.0]",2
"My free 48GB of space from Verizon expired.  Only usinh less than 2 GB, but demands I upgrade to 1TB to keep using it for $99 a year!","[0.0638888888888889, 0.6222222222222222]","[0.092, 0.908, 0.0]",2
Tabaja,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
"This update is crashing my gallery. I get ""Cloud Agent has Stopped"" bug report whenever I open my gallery. You guy need to fix this issue as soon as possible.","[0.0, 0.75]","[0.0, 0.934, 0.066]",2
Grace a dropbox jai realise plein de bonnes choses et jai pu retrouver Mon telephone perdu. Merci beaucoup dropbox!,"[0.0, 0.0]","[0.146, 0.755, 0.099]",1
Love it so far!,"[0.3125, 0.8]","[0.6, 0.4, 0.0]",2
Cloud agent stopped!,"[0.0, 0.0]","[0.0, 0.477, 0.523]",2
Awesome app. I love it.,"[0.75, 0.8]","[0.806, 0.194, 0.0]",3
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
Yohgx,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Using the camera or gallery is almost impossible to use. Disable Dropbox \u0026amp; problem goes away.,"[-0.6666666666666666, 1.0]","[0.0, 0.847, 0.153]",1
"I use Dropbox pretty much religiously. I've recommended it to friends and family, but after this newest update it has completely broken my gallery. It crashes every time I open it. Please fix this. This app is very useful, but the CloudAgent bug has killed it. I will change my review once the bug is fixed. GL","[0.056666666666666664, 0.39166666666666666]","[0.229, 0.624, 0.147]",2
"Have been using for 7 years, never had a problem with it. A must have app.","[0.0, 0.0]","[0.158, 0.842, 0.0]",1
After offline photos are synced ..go  offline and you cant view some why?! FIX NOW!,"[0.0, 0.0]","[0.0, 0.784, 0.216]",2
"Dropbox has stopped or CloudAgent has stopped ERROR, pop-up happens everytime I open my GALLERY.","[0.0, 0.5]","[0.0, 0.603, 0.397]",1
Does not sync....uninstall,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Dropbox,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
"It works so amging,,,,","[0.0, 0.0]","[0.0, 1.0, 0.0]",3
"Its just so messy! I wish this app didn't come with my phone already or else I would have used another app. I have tried to organize all 500 photos, but it has been taking forever and duplicates are not copied over I have to try and find the copy and delete it if its already in the folder and gaahhh!!! I wish I could just save them to my phone and use another app =(","[-0.619140625, 0.7]","[0.144, 0.83, 0.027]",1
So handy and helpful!,"[0.75, 0.9]","[0.528, 0.472, 0.0]",3
Please fix this app ASAP.I use it as my daily life.It says cloudagent stop working whenever I open my gallery since I sync my dropbox with my phone.I have to disable it to stop that message pop up...,"[0.0, 0.25]","[0.058, 0.831, 0.111]",1
Nice,"[0.6, 1.0]","[1.0, 0.0, 0.0]",2
Since 2 days ago my S5 has a message saying cloud agent has stopped. This is to do with sync offline images from dropbox. Drop box has dropped a clanger with an update. Fix please.,"[0.0, 0.0]","[0.064, 0.782, 0.154]",2
"Ever since the so called upgrade last night I've had nothing but problems!  I constantly get ""CloudAgent has stopped"" along with a few others.  PLEASE FIX THIS!  I know that I am not alone as I see many complaints about it the past 2 days.","[0.0, 0.25]","[0.194, 0.686, 0.119]",1
Causes the gallery app on my tab 4 to crash with a cloud agent error. Gallery worked again normally when I uninstalled dropbox.,"[0.15, 0.6499999999999999]","[0.0, 0.769, 0.231]",1
Chasing the cloudagent stopped working error . Send an update quick. I've searched online and a lot of people are having this issue. It stops being a problem if you sign out of Dropbox,"[0.3333333333333333, 0.5]","[0.0, 0.752, 0.248]",1
"It's a great app, easy to use and very efficient.","[0.4777777777777778, 0.6277777777777779]","[0.627, 0.373, 0.0]",4
Can't argue with 50 GB limit? Wheater personal or work it's a lot of free storage.,"[0.2, 0.55]","[0.291, 0.709, 0.0]",2
Superb and nice one,"[0.8, 1.0]","[0.775, 0.225, 0.0]",3
This is such a help so I don't have keep all my photos in my phone.,"[0.0, 0.5]","[0.172, 0.828, 0.0]",1
"I've been a fan until the latest update. Will change this review as soon as a solution is provided to the ""CloudAgent"" bug. What a pain!","[0.625, 0.9]","[0.174, 0.709, 0.117]",2
Most recent update has resulted in some super annoying Cloud agent error. Please fix.,"[0.008333333333333304, 0.5791666666666666]","[0.287, 0.463, 0.25]",1
Wise,"[0.7, 0.9]","[1.0, 0.0, 0.0]",3
helpful when too lazy to connect my cell to the laptop :p i just add the files to dropbox and will be synchronized on the account on the laptop :p,"[0.4166666666666667, 1.0]","[0.198, 0.729, 0.073]",1
Good one,"[0.7, 0.6000000000000001]","[0.744, 0.256, 0.0]",3
This is the most cancerous app ever. I nearly died from stage six cancer. Never download this.,"[0.3, 0.45]","[0.0, 0.636, 0.364]",2
Nice,"[0.6, 1.0]","[1.0, 0.0, 0.0]",2
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
"Useful, easy to use, and great service. WOW!!","[0.42239583333333336, 0.6458333333333334]","[0.79, 0.21, 0.0]",3
"After the new update, i got the error as stated above. And i believe a lot of people having this issue as well. Pls. fix this as it is so annoying.","[-0.22121212121212122, 0.48484848484848486]","[0.101, 0.714, 0.184]",1
Don't like it at all,"[0.0, 0.0]","[0.0, 0.655, 0.345]",2
Best apps,"[1.0, 0.3]","[0.808, 0.192, 0.0]",3
Love it,"[0.5, 0.6]","[0.808, 0.192, 0.0]",2
Since i updated the app i cannot look at my photos in my phones gallery. I have tried to uninstall but makes no difference! Keeps saying something to do with the cloud agent which is something to do with dropbox! Really not happy!,"[-0.5, 1.0]","[0.0, 0.824, 0.176]",1
When I used to upload background mode.I mean when I minimize dropbox nd work on another apps then my uploading notice remove. It's very unpleasant. Please fix this bug.,"[-0.5787499999999999, 0.84375]","[0.083, 0.807, 0.11]",1
After updating I get a cloud agent error when opening the gallery. Usually a good app but now I have to disable it until this issue is fixed. Does anyone know of any solutions?,"[0.39999999999999997, 0.4]","[0.122, 0.822, 0.056]",1
Great,"[0.8, 0.75]","[1.0, 0.0, 0.0]",4
Freezes the phone,"[0.0, 0.0]","[0.0, 0.645, 0.355]",2
Yay,"[0.0, 0.0]","[1.0, 0.0, 0.0]",2
good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
Worked fine til last update now cloud agent wont let me use images on wats app etc as says its not working. I didnt even select photo syncing to dropbox just started doing it - so don't trust them anymore!,"[0.20833333333333334, 0.2833333333333333]","[0.044, 0.877, 0.08]",1
"Easy to use, and so useful. Thanks for this great service","[0.43333333333333335, 0.44583333333333336]","[0.665, 0.335, 0.0]",1
App to big,"[0.0, 0.1]","[0.0, 1.0, 0.0]",2
This app is usefull,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
Awesome,"[1.0, 1.0]","[1.0, 0.0, 0.0]",3
gud,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
Terrible for photos viewing,"[-1.0, 1.0]","[0.0, 0.492, 0.508]",1
"For some reason... starting from my pictures at the top, when I tilt  my phone sideways it takes me straight to my last picture. And I have a lot of pictures. This doesn't make sense. It's never done that before until about 2 weeks ago.  PLEASE FIX","[0.175, 0.26666666666666666]","[0.144, 0.856, 0.0]",1
Great file sharing across platforms,"[0.8, 0.75]","[0.697, 0.303, 0.0]",3
It is intended for use by anybody who are looking for a como place,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Do not appreciate how I am forced to dl the app with all its intrusive permission settings to grab a file while on the go. Dling the file then deleting.,"[-0.30000000000000004, 0.2]","[0.0, 0.832, 0.168]",1
"Was a 5 star, now a 3 star due to lowering amount of free storage.","[0.1375, 0.5875]","[0.231, 0.629, 0.14]",2
Critical crash bug that's causing CloudAgent to repetitively crash,"[-0.125, 0.525]","[0.0, 0.438, 0.562]",2
Saves all my pictures no worries!,"[0.0, 0.0]","[0.0, 0.43, 0.57]",2
I love it I can go and see my pic,"[0.5, 0.6]","[0.375, 0.625, 0.0]",3
So nice,"[0.6, 1.0]","[0.756, 0.244, 0.0]",3
Galaxy S4,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
paid for more space....but having trouble of notes telling me can't put in now....try later...!!    why???,"[0.09999999999999999, 0.2333333333333333]","[0.0, 0.786, 0.214]",1
Splendid app!😍,"[0.8333333333333334, 1.0]","[0.804, 0.196, 0.0]",-1
Tes,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
"It sucks up all photos, even temporary ones, without my permission, and I can't get them back out or edit them","[-0.15, 0.15]","[0.0, 0.884, 0.116]",0
ram,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Best app of it kind,"[0.8, 0.6]","[0.717, 0.283, 0.0]",3
"I have Dropbox in 2 PCs, 2 Laptops, 2 Tablets, 2 Cel Phones. It is a very consistent and helpfull application. My KeePass Data Base is in there and Dropbox retrive deleted files feature saved my life, today...","[-0.23750000000000002, 0.6625]","[0.083, 0.917, 0.0]",1
I like it,"[0.0, 0.0]","[0.714, 0.286, 0.0]",2
"this message "" unfortunately, the cloudagent has stopped"" appers to me constantly ..and i dont know what to do :(","[-0.4166666666666667, 0.7777777777777777]","[0.0, 0.676, 0.324]",1
"I have been very pleased with this app until the update today when I keep getting the message ""cloud agent has stopped""","[0.65, 1.0]","[0.138, 0.779, 0.082]",3
saver,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Love it,"[0.5, 0.6]","[0.808, 0.192, 0.0]",2
"Whatever you did for the last update made me not be able to view any of my photos. I kept getting, unfortunately cloud agent has stopped, and my gallary would just close. I uninstalled the update, force stopped cloud agent and dropbox. Nothing worked until I went into dropbox settings and unlinked my phone. So now this app is completely worthless to me.","[-0.2, 0.6479166666666667]","[0.0, 0.856, 0.144]",1
Whenever I try to open gallery I get a notification that cloud agent has stopped,"[0.0, 0.5]","[0.0, 0.853, 0.147]",1
This is an essential app. Now lower your subscription prices a bit.,"[0.0, 0.3]","[0.0, 0.82, 0.18]",3
Great,"[0.8, 0.75]","[1.0, 0.0, 0.0]",4
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
Liked,"[0.6, 0.8]","[1.0, 0.0, 0.0]",2
I'm on Marshmallow. After installing the app I tried to download a file and make it available offline. I mark it as offline. But I'm unable to find that file using file manager. There's no Dropbox folder in the internal storage. Where are you keeping that file? It's disappointing that there's no option to save a file offline in users preferred location. Moving permanently to Mega.co.nz.,"[-0.175, 0.4]","[0.046, 0.782, 0.172]",2
Cloud agent has stopped!! Sammy s4,"[0.0, 0.0]","[0.0, 0.668, 0.332]",2
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
"Epic app, but should have more free storage","[0.3333333333333333, 0.5666666666666668]","[0.411, 0.589, 0.0]",1
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
Ever since the last updated all it wants to do is crash,"[0.1, 0.08333333333333334]","[0.0, 0.803, 0.197]",2
I'm not updating the app without seeing what changed with the update.,"[0.0, 0.0]","[0.0, 1.0, 0.0]",1
Nice one keep it on,"[0.6, 1.0]","[0.412, 0.588, 0.0]",3
Niceee,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
I love the fact that all of my photos are safe and I can see them whenever I want.,"[0.5, 0.55]","[0.393, 0.607, 0.0]",3
I love this apps,"[0.5, 0.6]","[0.677, 0.323, 0.0]",3
Buemo,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
The  best app you can ever have. It's great!!!,"[1.0, 0.525]","[0.567, 0.433, 0.0]",3
Deleted account - went with Google net drive,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Looking for a friend,"[0.0, 0.0]","[0.615, 0.385, 0.0]",2
Ad Free and not intrusive,"[0.4, 0.8]","[0.452, 0.548, 0.0]",2
Application too tantalising,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Love it,"[0.5, 0.6]","[0.808, 0.192, 0.0]",2
"Sorry to say. This was once a great app. But after the latest update, Dropbox cause error ""Unfortunately, Cloud Agent has stopped"". I uninstalled update, then I never got that error anymore. I installed the update, then that error came back. So I'm pretty sure that was caused by Dropbox latest update. My gadget is Samsung Galaxy Grand 2.","[0.22777777777777775, 0.8265432098765433]","[0.189, 0.676, 0.135]",2
Good app.,"[0.7, 0.6000000000000001]","[0.744, 0.256, 0.0]",3
Sou obrigado a ter instalado esse aplicativo no celular,"[0.0, 0.0]","[0.0, 0.761, 0.239]",1
Y.Y,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Love it!,"[0.625, 0.6]","[0.818, 0.182, 0.0]",3
Awesome when you pay,"[1.0, 1.0]","[0.547, 0.267, 0.187]",3
The only way to store your stuff securely online.,"[0.2, 0.8]","[0.231, 0.769, 0.0]",1
Screwed up my phone...,"[0.0, 0.0]","[0.0, 0.484, 0.516]",2
"No longer works, cloudagent message.  Please fix!","[0.0, 0.0]","[0.265, 0.511, 0.225]",1
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
This app should allow other Dropbox accounts to be viewed.,"[-0.125, 0.375]","[0.174, 0.826, 0.0]",2
"La mejor nube que he probado, tanto en su funcionamiento en el PC como en el móvil y la tablet.","[0.0, 0.0]","[0.0, 1.0, 0.0]",-1
I'm jux try...,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Recent update of no help. Please fix the bug. Hopefully I'll change my rating.,"[0.0, 0.25]","[0.387, 0.503, 0.111]",2
VERY GOOD...,"[0.9099999999999999, 0.7800000000000001]","[0.0, 1.0, 0.0]",2
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
Perfect,"[1.0, 1.0]","[1.0, 0.0, 0.0]",2
I,"[0.0, 0.0]","[0.0, 0.0, 0.0]",2
Derrick Mavuso,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
I have used it for years without any problems.  It does what it is supposed to do.,"[0.0, 0.0]","[0.131, 0.869, 0.0]",1
Really helpful App,"[0.2, 0.2]","[0.607, 0.393, 0.0]",1
"On Android when saving a new thing Dropbox opens in a random folder and I cannot navigate to one of my choice, only create a new one right there.","[0.011688311688311682, 0.5889610389610389]","[0.08, 0.92, 0.0]",1
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
LOVE,"[0.5, 0.6]","[1.0, 0.0, 0.0]",2
You saved my work a lot. My partners and I got smoothly connected with Dropbox. Thank you.,"[0.4, 0.5]","[0.29, 0.71, 0.0]",3
It's  amazing.,"[0.6000000000000001, 0.9]","[0.792, 0.208, 0.0]",4
I need to upload an entire album altogether. I have near 2k pictures/videos and the ones I'm trying to backup are burried under newer files. It would take forever to scroll for them :l,"[0.05, 0.5125]","[0.0, 0.92, 0.08]",2
Like it alot,"[0.0, 0.0]","[0.556, 0.444, 0.0]",2
Easy to use.,"[0.43333333333333335, 0.8333333333333334]","[0.592, 0.408, 0.0]",2
nyx,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
its help us very much,"[0.26, 0.26]","[0.403, 0.597, 0.0]",2
The ease of use is just amazing and the interconnectivity with other apps is also very impressive,"[0.4916666666666667, 0.7583333333333333]","[0.414, 0.586, 0.0]",4
Excellent app,"[1.0, 1.0]","[0.787, 0.213, 0.0]",3
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
Nice application..,"[0.6, 1.0]","[0.737, 0.263, 0.0]",3
Journal intime,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
"I love this app. I am a university lecturer. I use it to share every lecture notes and files (film, book, etc.) to my students. They are very happy with it.","[0.75, 0.8]","[0.302, 0.698, 0.0]",3
It helped me and my homework,"[0.0, 0.0]","[0.0, 1.0, 0.0]",3
ok,"[0.5, 0.5]","[1.0, 0.0, 0.0]",2
Exlant,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
It's like a poop,"[0.0, 0.0]","[0.556, 0.444, 0.0]",2
I am not getting updated on oneplus 2 mobile.. Pls fix it,"[0.0, 0.0]","[0.126, 0.874, 0.0]",1
wow it's really good.,"[0.39999999999999997, 0.8]","[0.778, 0.222, 0.0]",3
"Now a lot of simillar product available, but this one still legend. Easy to use, simple UI.","[0.2777777777777778, 0.5301587301587302]","[0.204, 0.796, 0.0]",3
J7,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Best server for all my files,"[1.0, 0.3]","[0.457, 0.543, 0.0]",2
Let's me share with everyone at one time.,"[0.0, 0.0]","[0.239, 0.761, 0.0]",3
Superb,"[1.0, 1.0]","[1.0, 0.0, 0.0]",3
Love this app,"[0.5, 0.6]","[0.677, 0.323, 0.0]",2
Love how easy the app is to use regardless of what device I'm on.,"[0.4666666666666667, 0.7166666666666667]","[0.372, 0.628, 0.0]",2
Good...,"[0.7, 0.6000000000000001]","[0.0, 1.0, 0.0]",3
Director,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
I cant explain what this app does for me..........i really loved it,"[0.7, 0.8]","[0.295, 0.705, 0.0]",3
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
Got nothing to say I just love it,"[0.5, 0.6]","[0.412, 0.588, 0.0]",1
I use this,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Awesome,"[1.0, 1.0]","[1.0, 0.0, 0.0]",3
This app is awlsome,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Doesn't work,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Hi there is no longer be using this,"[0.0, 0.0]","[0.0, 0.761, 0.239]",1
Great app,"[0.8, 0.75]","[0.804, 0.196, 0.0]",3
Awesome,"[1.0, 1.0]","[1.0, 0.0, 0.0]",3
super,"[0.3333333333333333, 0.6666666666666666]","[1.0, 0.0, 0.0]",4
When I try to uninstall it I have to update it when I already have WTF,"[-0.5, 1.0]","[0.0, 0.726, 0.274]",1
"Best cloud storage and very good, user friendly app and less automatic option, thanks goodness. I like it. I just want a dark UI to enjoy the UI.","[0.36690476190476196, 0.3923809523809524]","[0.58, 0.42, 0.0]",3
I prefer this on many other clouds,"[0.1875, 0.4375]","[0.0, 1.0, 0.0]",2
Good,"[0.7, 0.6000000000000001]","[1.0, 0.0, 0.0]",3
Easy to use,"[0.43333333333333335, 0.8333333333333334]","[0.592, 0.408, 0.0]",2
I like this app,"[0.0, 0.0]","[0.556, 0.444, 0.0]",2
"Since updating dropbox it seems to have corrupted the link my Samsung devices cloud agent and it's no longer letting me view dropbox files in my gallery. Gutted, is their a fix for this?","[0.0, 0.0]","[0.0, 0.936, 0.064]",1
It would be easier to move the pictures to files you make if you had an option to select multiples instead of moving them one at a time. I have over 500 pictures.,"[0.0, 0.0]","[0.085, 0.915, 0.0]",2
Thanks for again,"[0.2, 0.2]","[0.592, 0.408, 0.0]",2
I thought all my photos are gone ....I love Dropbox all my documents and photos are save from  Drop box thumbs up,"[0.5, 0.6]","[0.269, 0.655, 0.076]",1
I can access my files anytime online,"[0.0, 0.0]","[0.0, 1.0, 0.0]",1
With my documents in the Dropbox cloud I'm rest assured I can access any of them anywhere. The best deal is your peace of mind when your system crashes or your PC is stolen,"[1.0, 0.3]","[0.241, 0.684, 0.075]",3
Best,"[1.0, 0.3]","[1.0, 0.0, 0.0]",4
Love this app.,"[0.5, 0.6]","[0.677, 0.323, 0.0]",2
Pretty handy,"[0.425, 0.95]","[0.762, 0.238, 0.0]",2
I love it.,"[0.5, 0.6]","[0.808, 0.192, 0.0]",3
Hero + Don = Combo,"[0.0, 0.0]","[0.643, 0.357, 0.0]",2
Super,"[0.3333333333333333, 0.6666666666666666]","[1.0, 0.0, 0.0]",3
is good,"[0.7, 0.6000000000000001]","[0.744, 0.256, 0.0]",3
Awesome,"[1.0, 1.0]","[1.0, 0.0, 0.0]",3
I been practicing Dropbox at least nice 3_4years now its superb application with speeds and efficiently organize so I rate it full time five star5💖😎,"[0.4125, 0.7375]","[0.324, 0.676, 0.0]",-1
K,"[0.0, 0.0]","[0.0, 0.0, 0.0]",2
But it lag a littel please fix it i will give 500 dollers,"[0.0, 0.0]","[0.168, 0.657, 0.175]",3
I need 5 gb more,"[0.5, 0.5]","[0.0, 1.0, 0.0]",2
W,"[0.0, 0.0]","[0.0, 0.0, 0.0]",2
coll,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
Super useful! Great app,"[0.5027777777777778, 0.47222222222222215]","[0.918, 0.082, 0.0]",2
I'm not able to sign in on my computer no matter which browser I use. I really like this app and would appreciate any help. Been using this for a long time. Great app. Keep up the good work dev,"[0.27999999999999997, 0.515]","[0.336, 0.619, 0.045]",1
Ok,"[0.5, 0.5]","[1.0, 0.0, 0.0]",2
Solid product,"[0.0, 0.1]","[0.615, 0.385, 0.0]",2
Great service,"[0.8, 0.75]","[0.804, 0.196, 0.0]",3
Thanks,"[0.2, 0.2]","[1.0, 0.0, 0.0]",2
Gud...,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
The one,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
