Name,Package Name,Description,Rating,Rating Count
Zombie Sniper Man PRO,com.planetcaravalgames.zombiessnipermanPRO,"Your village is damaged by zombie
All civil here have been all left or die caused of zombie
You hate zombie , You want killing zombie all
You like hunting, shooting, killing zombie
This is very basic of zombie sniper shooting game
If you like action games, zombie games, sniper shooting game you are going to like this zombie sniper shooting game
Come and shoot to kill zombies all
- This is very basic game of zombie sniper , swipe to focus on zombie
- Turn fire on and shoot  zombie
- You have to reload your rifle each time after shooting zombie
You like action games , role play games , zombie shooting games, killing zombie , sniper , try this zombies sniper game .
Download zombie sniper shooting game for adding to your collection of zombie shooting game
Take funny and relax guys.
https://www.youtube.com/watch?v=NLTTrZBB7qA&feature=youtu.be",,
Cupid Man,com.oneweakgames.cupidman,"The woodland creatures need some love.  Help Cupid deliver his arrows of affection to all who stand in his way.

Unleash your power-up to blast multiple enemies or save it to boost your score. Develop your fast shooting skills as you unlock new characters to become the Cupid Man champion.",4.5,8
Zombies Killer Man PRO,com.planetcaravalgames.zombieskillermanPRO,"Zombies come, they kill and damaged all your village and civil here
You hate zombies
You want killing zombies
Come to shoot and killing zombies all with short gun 
Zombies are coming, Controlling your hero to kill them all
Shooting zombies now
You like zombies games
Play this game of shooting zombies

Feature
 - Fantastic beauty graphics of environment and zombies 

How to play
 - This is simple shooting zombies game, you just moving your hero and shooting zombies coming by three control buttons up,down and shooting
 - Gun is automatic loading",,
No Man's Land: Apocalypse,com.esprit.noMansLandApocalypse,"No Man's Land: Apocalypse is a survival style shooter where your hero ""The Skeleton Archer"" needs to defend himself against waves of angry orcs coming to kill him. Using his trusted bow and arrow, he must defend himself at all costs.
He will collect perks along the way and he will get a few tricks up his cloak. The more he kills, the harder things get. How long can he survive?",,
Tasty Treats - A Match 3 Game,com.tastytreats.fruitmatch.casual,"Enter the sweetest adventure and travel through magical lands of treats, mixing, matching and finding treats for your furry best friends! Make the most delicious combinations and get through challenging levels full of fun! Smash fruits together and match the rarest treats to feed your animal friends. Remember, they don’t all eat the same! Jam, popcorn, cupcakes and more treats are on the menu for you to discover in this land of tasty, tasty treats!

****************
The sweetest way to play:
- PLAY WITH FRIENDS -Show off your gaming progress on the leaderboard to your friends! Beat your friends’ score on every level and keep track of it!
- WONDERFUL BOOSTS! -BLAST through Gummies with ease with powerful combos and special pieces!
- THE BEST LEVELS -HUNDREDS of levels to beat and NEW LEVELS added every week!
Sync between devices and play anywhere, anytime! 

Over 600 levels packed with fruits, candy, gummies, jam and more treats for you and your furry friends! Start your delicious adventure now!
*****************
Follow Tasty Treats on Facebook for more bonus! Enjoy the sweetness!
https://www.facebook.com/TastyTreatsApp/

Questions? Suggestions? Get in touch: tastytreats@avid.ly 

Please note that Tasty Treats is a completely FREE match 3 puzzle game. It’s free to download and play, but there are game items available for purchase with real money.",4.5,863
Stick-Man Shooter - Clear Evil Assassins as a Runner by Best Fun Games For Free,com.bestfungamesforfree.stickmanshooter,"Addicting Stickman Shooter Game!

Play this endless game of shooting, moving and looting!",3.5,14
Gun Runner,com.manuptimestudios.gunrunner,"Kill Everything.  Get Bigger Guns.  Repeat.

********************
In July of 1986, a covert team of special forces led by your brother Ajax were sent into the jungles of South America to investigate an extra-terrestrial object of unknown origin.

They were never heard from again and the mission was buried. Your superiors told you to “drop it”, that it was “above your pay grade”. Good thing you never listen.

At 0800 hours, a prototype Delta Hawk recon vehicle dropped you into enemy territory. If you want to survive, you can never ever stop running, and never take you finger off the trigger.
********************
 

Experience the adrenaline shot of your life. Run, jump, and shoot. Did we mention shooting? We didn’t call the game “Gun Runner” for nothing. Unload the most wicked, alien-stomping weapons ever to grace this planet.

And when your not running, jumping and shooting, you’ll be rocking out HARD to the all-original soundtrack by 8-bit master Syphus. Prepare for ear hole meltage thanks to the heavy-calibur, guitar-driven, Reagan-era chiptunes that’ll make you slap your grandmother. Twice.

Best of all, the price of admission to this non-stop action-o-rama ride? Free.

We’re giving you the entire seat, but you’ll only need THE EDGE!

Follow us on twitter!  http://www.twitter.com/hippiemanx",3.5,939
Shooting Score,com.biz.shootingscore,Shooting Score Game is relax game and free,,
A Man of War:Stickman Shooter,com.stickmanfighting.gunshooter.towerdefense,"Classic exciting shooting action game with all kinds of modern weapons!

Build your defense system to fight against enemies on the battlefield!

Protect your base from incoming waves of amry,tanks,fighters.

Try to kill all attackers before they reach and harm your base.

Never let the enemy take a step forward!

Earn money to upgrade your armor,defenses,weapons,and secret skills.

Show strategic skill to win the final victory!

Good luck, man!",,
Galaga Wars,eu.bandainamcoent.galagawars,"A galaxy on the brink of destruction. Infinite waves of alien enemies. One heroic ship.
You know what to do. Fire up the engines, power up the laser chambers as the iconic space-faring
shooter returns for its 35th Anniversary in a shower of laser blasts, breathless barrel-rolls and smoking missiles.
The survival of the universe is once more at stake. They have an alien mothership of immense proportions, endless waves of ships bristling with high-tech weaponry and of course the sheer power of the boss Galaga...
You have your finger – a device capable of channelling years of arcade skill, honed sci-fi ability and steely determination into a single, ultimate weapon...
Features:
● The authentic retro, sci-fi experience returns for Galaga's 35th Anniversary.
● Weave through endless waves of original enemies, including the Bee, Butterfly, Scorpion and many more.
● Evade the treacherous tractor beam of Mother Galaga in battle against the huge alien boss!
● Play as Galaga fighter, as well as other legendary Namco starships including Xevious, Galaxian, Star Blade and many more.
● Double your firepower by rescuing captured friends' ships and merging into twin mode.
● Enhance your space-faring abilities by upgrading and leveling up your craft.
● Blast through alien waves with 4 unique abilities per ship including laser, explosive shot, space mines, ghost shield and more.

Have any problems or suggestions? 
You can reach us at https://service.bandainamcoent.eu/app/list/p/7361",4.5,3174
Ape II Man - Hardest Space Shooting Game,com.iyworks.apeIIman,"▶ Hardest shooting game ever in the App Store.
▶ Make a crazy record -> challenge your friends in Game Center！
▶ Featured in App Store: Game -> Arcade Games in United States, China, Japan, ... (Mar 30 2013)

Game Center ""20,000+ Records"" - Mar 30 2014:
•　Top 10: 6,000+ seconds！！！
 # What? Why? How Could It Be Possible?
• Average: 20 seconds

What's it:
• A wonderful port of a classic Japanese shooting game「特訓99」.
• It has been super popular in Japan and China since 1999.
• is it boring or super fun？
• NO WAY TO CHEAT？
• Only the paranoid survive？

• Break 30 sec and you will become ...
• Break 60 sec and then you are ...
• Find out who made >100 sec crazy records in Game Center
• Share record snapshot on Twitter, Facebook or by Email",4.0,175
No Man's War,com.dds.games.nomanswar,"Action packed and fast paced FPS game.

A Security agent must enter the terrorist held locations  and rescue some abducted girls.

He must use his military tactics to stay alive, engage and defeat the terrorists and also rescue the abducted girls.

This is the first episode of the game. More features will be added over time and on a regular update period.",,
Hero Sniper Z Shoot,com.SmartTech.helicopte9r,"Hero Sniper Z Shoot is the most horrible and breathtaking zombie survival shooting game with a lot of thrilling action and ultimate commando shooting adventure in mid of zombie city.
Features: 
•	Escape & kill braindead enemies in best FPS shooter game!
•	Shoot down zombies as real escape sniper shooter!
•	Rescue prison survivors as real city sniper survival shooter!
•	Thrilling action packed gameplay of zombie war shooter game!
•	High quality 3d graphics, animations & best sound effects!",,
Sniper Shooter Stickman Fury,com.mobione.gunstickshooting,"Welcome to Sniper Shooter Stickman 1 Fury - Now Kill Shot Bravo - The best action game for IOS mobile !
If you like hitman, this is a rpg shooting game Fit for you.

Not Sniper 3D , this is a elite shooter American stickman 2D.

Do you want to test your reaction with Kill Shot ?

Use Kung Fu with gun be like Japanese Ninja or China martial-art Master.

Pick up a gun and counter strike a hundred , a thousand stickmen hunter, a million SWAT enemy.

Fast, faster , fastest !

Don't need be a sniper, a gunner, a gun shooter , and have not to run, you only need tap tap and tap to destroy all enemies in stickman war.

********* How to play *************

- You must destroy killer stickmen from Top, Middle , Bottom at screen.

- Contract : 100 point = 10 coins.

- Kill a thief you earn 5 coins.

- Use coins to buy modern weapons in the arsenal (shop).

****** Weapon System *************

Many guns in CS or CF !!!!!

- Pistol ( Desert Eagle)

- Colt

- AK-47 

- Laser

- M60 (machine 60)

- M4A1

- Shot Gun (Hunting gun)

- Sniper Rifle

- Paintball

- Uzi

****** Feature ******

- You can choose so many weapon to destroy enemy.

- You can customise your stickman with thousand of costume.

- Compare score with all people on the world.

- Reach top of the world with world ranking system.

- Play game anywhere and anytime ! Because Sniper Shooter Stickman 1 Fury doesn't require you always online. You can play it in the plane, in the subway, in the car on the road, even in a temple. OK ? Just simply is offline game !

*********************************************


****************Coming soon*******************

- Multiplayer online !


******************NOTE ***************************

* This game is so amazing so you shouldn't play game 2 or 3 hours / day to keep your health.

* In game , have a blood scenes and violence. You may want to keep away it from your kids , younger boys and girls.

*********************************************

Let choose the coolest costume, most beautiful fashion , the strongest weapon and show your friends !

Let's download game and start combat with Sniper Shooter Stickman 1 Edition Fury by Fun Team Game for Free NOW!

*********************CONTACT*********************

We always try to perfect our product for our user. We want more ideas from you. Please contact us : 
Visit our Offical site at: http://www.onegame.mobi
Follow us on Facebook at: https://www.facebook.com/www.onegame.mobi
Follow us on Google+ at: https://plus.google.com/114115781285091144043/posts
Check out our Video and game trailer at :
https://www.youtube.com/channel/UClnhvh3fO2b5WEkox-7tUpg
Privacy Policy : http://onegame.mobi/policy
Top Action Game :  http://en.onegame.mobi/action-game
Top Adventure Game: http://en.onegame.mobi/adventure-game
Top Arcade Game: http://en.onegame.mobi/arcade-game
Top Puzzle Game: http://en.onegame.mobi/puzzle-game
Top Strategy Game: http://en.onegame.mobi/strategy-game
Top Racing Game: http://en.onegame.mobi/racing-game
Top Sport Game: http://en.onegame.mobi/sport-game
Top RPG Game: http://en.onegame.mobi/rpg-game
Email contact: onegameinc@gmail.com
Feedback: http://en.onegame.mobi/contact",4.5,157
Bubble Man: Rolling Pop - King Of Bubbling World HD,com.playpax.savingbubbleman,"Bubble Man: Rolling! The super addictive new game from the creators of Bubble Man: Rises.
Bubble Man is featuring a fun and challenging game which is impossible to let go! Roll over the roof with your  favorite characters: Bubble man Be Like Bill, Santa, Ninja, Viking, Pirate, Cowboy, Witch, Ronaldo, Zombie, Sumo,Astronaut, PewDiePie, Alien, Dracula, and so many more. Master the climb, unlock all the characters and share your highest score with your friends!
Do you want your favorite characters in the game?
Find out more in our website or Facebook!
www.playpaxgames.com
fb.com/playpaxgames

• Lots of Different characters plus Different Handmade Environment!
• Roll Over the Neighbor’s Roof, Dodge the Birds and Eat Burgers!
• Smash the Boxes and Find Big Burger!
• Use Power Up to Boost Your Score!
• Win New Characters, Everyday, For FREE!
• Collect Power Ups to Boost your Record!
• Update the game for more character!

Fun, Challenging and Addictive, All in One! Relax and make sure you tab at the right time!
Like us on Facebook or Google Plus and stay tuned with all new games and updates:
fb.com/playpaxgames
We'd appreciate if you'd report any bug and issues you're having with the game
Technical@playpaxgames.com (please include your device make and model",4.5,11
Bubble Shoot Stars,com.qntplay.bubbleshoot,"Bubble Shoot Stars - An amazing bubble shoot game comes with your iPhone.
Download and enjoy this game !!!

How to play: Touch the screen to shoot the ball to the balls with same color to make them explode.
The nice features of the game:
- Adventure mode with more than 1000 levels.
- Endless mode with three difficulties: Easy, Normal and Hard.
- Show global high scores (all players of the world) to see which rank you reached.
- Options to turn on/off music & sound.
- Share this game to your friend via Facebook & Twitter.",4.5,6
Goat Man,com.PatrickMontiel.GoatMan,"The world's sheep are under attack by the evil imps of the underworld. It's up to you to help Goat Man save them! 

15 challenging levels - beat the game to save the sheep!
Survival mode - challenge yourself and friends for a new high score!
Customization - unlock different color energy balls!
Engaging gameplay - you better focus! One mistake and its game over!
8-bit retro style - a classic arcade video game feel!

Fun for all ages! Please leave a review, and enjoy your journey with Goat Man!

Creative Attribution to:
MoikMellah
Redshrike (graphic artist)
William.Thompsonj
yiannisd
Sinetesia
ansimuz
bevouliin.com
hassekf
AntumDeluge
truezipp
J-Robot",,
Sniper Shoot-ing Assassin 3D,com.i6.SniperShooting3D,"Sniper Shooting 3D is a brand new, realistic action shooting game. You take the role as the sniper based in a sniper's nest, taking out the enemies that are coming to attack you. To complete the level, you must use your sniper rifle to shoot all the enemy soldiers to advance on to the next level. If you don't get all the enemy soldiers before your health is depleted, you will lose. With each level comes more enemy soldiers who will move into position to take you down. Harness you sniper skills and become the greatest sniper to defeat the enemy soldiers.
An addition to the game is the new game mode 'Zombie Shooter'. You take the role as the sniper in an arcade points style shooter were each shot to a zombie will build up your high score. Shoot as many zombies before the time ends to get a high score, see if you can beat your best with each try. Stop the zombie horde with your amazing sniper skills.",4.5,456
Zombies Killer: Shooting,com.xiaohua.zombies2,"Ragdoll zombie slayer is a surprisingly addictive zombie defense shooter. stand your ground as hordes of the undead swarm on your position. shoot powerups in the air for more shots and health. oh, the zombies are up there too. why can they fly!?!? ""bring it."" - the lone gunmen",,
Zombies Killer Man,com.planetcaravalgames.zombieskillerman,"Zombies come, they kill and damaged all your village and civil here
You hate zombies
You want killing zombies
Come to shoot and killing zombies all with short gun 
Zombies are coming, Controlling your hero to kill them all
Shooting zombies now
You like zombies games
Play this game of shooting zombies

Feature
 - Fantastic beauty graphics of environment and zombies 

How to play
 - This is simple shooting zombies game, you just moving your hero and shooting zombies coming by three control buttons up,down and shooting
 - Gun is automatic loading",,
Slender Man Nights Hunter: Scary horror ghost Escape From Abandoned forest,com.pixelstudio.slenderman,"Finally the Slender Man has been arrived in IOS platform! 

Experience the most scary Game ever - Now even more terrifying!, you will experience a real life terror in scary night. Get ready Slender Man Nights Hunter is coming. Will you face your fear? See how long you can survive before Slender Man attack on you...

Download Now our new action packed thrilling game ""Slender Man Nights Hunter: Scary horror ghost Escape From Abandoned forest"" and save your life...

Aim & Shoot! Kill the Slender Man and become a Master Hitman. Tilt the device to aim and Tap to shoot and kill. 

****************************************************************************
***S*L*E*N*D*E*R*****M*A*N*****N*I*G**H*T*****H*U*N*T*E*R***
****************************************************************************

In this game you need to show cleverness for Kill the Slender Man and make an experience terrifying. Amazing 3D images and proper character design make this game more terrible and horror..

Features:
- Real life Slender Man experience
- Horror Terrifying environment
- Improve your skills and accomplish the MISSIONS
- Amazing 3D Night environment
- Efficient gun control
- Game center and leaderboard
- Console quality HD graphics
- Beat and Compare your Score with your friends
- Awesome Graphics and Sounds
- Don't miss a single Shot or you will end up losing this hunting game!

Can you survive in this Abandoned forest?? Download NOW!

Leave a review and rating to let us know what you think about this game. We would really appreciate your rating…

Download Now and don't miss our amazing updates!

We always try to give our best and exciting mobile games for users on AppStore...",4.0,236
Bowman 2 - Archer Game,com.demirhanyucel.bowman2,"Bowman is a highly addictive classical game. Even if you've never heard of it before, play it just once and you'll be hooked.

The object of the game is to shoot arrows at your opponent and kill them before they kill you. It's a battle against your opponent to see who can accurately judge the angle and strength of the shot to make the arrow land on your opponents body.

A head shot inflicts the most damage while a shot in the chest takes second place. Everywhere else on the opponents body inflicts less damage.

To shoot your bow, simply drag your finger across the screen and you'll be presented with a trajectory plus angle and strength (power) information. Release your finger to release the bow.

You can play Bowman against an iOS device or against a friend.

To make it even more entertaining, we have also included a bird shooting game. You'll have to shoot as many birds as you can within 1 minute and then let your friend try the same. Hopefully, you will have shot more birds than your friend.

It has many options like windy mode, disabled angle and wall block mode which you can turn on or off depending on how challenging you want it to be.

Thousands and thousands of people play Bowman online every day and now you can enjoy a better version of it on the iOS devices. It really is highly addictive.",4.0,625
Atom Man Spikes Shooter - amazing circle shooting archer game,com.VumoApps.AtomManFree,"**** HARNESS THE POWER OF THE ATOM ****

With this game nothing could possible go wrong accept facing the overwhelming blast of nuclear energy. Harness the source of nuclear energy with Atom Man Spikes Shooter. 


================
FEATURES
================

- Beautiful graphics
- Play with friends in Game Center
- Addicting and full of radiating gameplay
- Dozens and challenging levels to shoot

 Download Atom Man Spikes Shooter now and be a shooting star!",,
Man Killer Monster,com.vtstudiogame.ninjavszombie,"One day it's a Man' village full of zombies attack Man' villages in the night when people were trying to sleep. Man is his only his martial arts training, then see Monster attack on his village. Alone he fought with weapons weapons for Japan its world famous kill the zombies and go into the village. In the course of his fight Hero getting more weapons to throw names and grinding gears are very sharp. Monsters can attack from afar.

How to play Man Killer Monster:

Easy-driven with the control buttons on the screen.
-You Use the sword to slash the Monster.
-You Just collecting the coins are rewarded by jumping up to grab the coins and bonus weapons such as the name, and gear.
- Cash you get when you die the shop to buy weapons and equipment to attack the Monster while playing next
- The game has beautiful graphics and spectacular effects with full HD quality and each plant support 4K screen!
- Game supports well on all iOS 9.0 or better.

Thank you for downloading the games. Wish you have moments of comfortable with the game Man killer Monster.",,
Death Shooting : Revenge,com.russell.death,This strategic archery game will let you enjoy a super session of riffle shooting against your enemies in an extreme fire power avalanche that will be unleashed along its many levels. so be prepared for the thrill of your life and see how far you can last in the battle for power.,,
Gun Shooter Stickman 2 Fury,com.onegame.stickman2,"Welcome to Gun Shooter Stickman 2 - The best action game for mobile - The fastest game on Store !

Do you want to test your reaction with Kill Shot ?

Use Kung Fu with gun be like Japanese Ninja Warriors or China martial-art Master, Thai Fighter.

Pick up a gun and counter strike a hundred , a thousand stickmen hunter, a million SWAT enemy, stickman Zombie (These stickman was evolute from black from red) .

Fast, faster , fastest !

Don't need be a sniper, a gunner, a gun shooter , and have not to run, you only need tap tap and tap to destroy all enemies in stickman war.

********* How to play *************

- You must destroy killer stickmen from Top, Middle , Bottom at screen.

- Contract : 100 point = 10 coins.

- Kill a thief you earn 5 coins.

- Use coins to buy modern weapons in the shop

****** Weapon System *************
Many guns in CS and CF !!!

- Pistol ( Desert Eagle)

- Colt

- AK-47 

- Laser

- M60 (machine 60)

- M4A1

- Shot Gun (Hunting gun)

- Sniper Rifle

- Paintball

- Uzi .

- Crossbow

- Silverlight gun

- Minigun.
****** Feature ******

- You can choose so many weapon to destroy enemy.

- You can customise your stickman with thousand of costume.

- Compare score with all people on the world.

- Share your high score with all Social Friend be like Facebook, Twitter, Zalo, MySpace, Instagram ...

- Reach top of the world with world ranking system.

- Play game anywhere and anytime ! Because Gun Shooter Stickman 2 Edition Fury doesn't require you always online. You can play it on the street, in the plane, in the subway, in the car on the road, even in a temple. OK ? Just simply is offline game !


****************Coming soon*******************

- Multiplayer online !

******************NOTE ************************

* This game is so amazing so you shouldn't play game 2 or 3 hours / day to keep your health.

* In game , have a blood scenes and violence. You may want to keep away it from your kids , younger boys and girls.

Let choose the coolest costume , the strongest weapon and show your friend !

Let's download game and start combat with Gun Shooter Stickman 2 Edition Fury NOW!

*********************CONTACT US*********************

We always try to perfect our product for our user. We want more ideas from you. Please contact us : 
Visit our Offical site at: http://www.onegame.mobi
Follow us on Facebook at: https://www.facebook.com/www.onegame.mobi
Follow us on Google+ at: https://plus.google.com/114115781285091144043/posts
Check out our Video and game trailer at :
https://www.youtube.com/channel/UClnhvh3fO2b5WEkox-7tUpg
Privacy Policy : http://onegame.mobi/policy
Top Action Game :  http://en.onegame.mobi/action-game
Top Adventure Game: http://en.onegame.mobi/adventure-game
Top Arcade Game: http://en.onegame.mobi/arcade-game
Top Puzzle Game: http://en.onegame.mobi/puzzle-game
Top Strategy Game: http://en.onegame.mobi/strategy-game
Top Racing Game: http://en.onegame.mobi/racing-game
Top Sport Game: http://en.onegame.mobi/sport-game
Top RPG Game: http://en.onegame.mobi/rpg-game
Email contact: onegameinc@gmail.com
Feedback: http://en.onegame.mobi/contact",4.5,115
