#bcwildfire,5142
of,1191
from,670
,626
is,606
with,560
more,553
evacuees,531
are,416
people,415
#kamloops,412
help,407
b.c.,378
#bcwildfires,353
about,345
bc,327
was,315
this,311
little,287
will,280
evacuation,278
be,272
cigarette,262
as,259
wildfires,259
butts,258
home,254
@drex:,249
residents,246
#williamslake,241
info,240
@redcrosscanada:,237
60s.,235
flicking,235
50s,235
blunt,235
your,234
@bcgovfireinfo:,230
out,230
some,223
@preparedbc:,222
-,220
if,218
emergency,216
update,214
or,207
support,207
has,204
rain,202
service,202
impacted,198
return,195
up,192
@emergencyinfobc:,188
@bcwildfirehelp:,182
"mile,",180
#cachecreek,177
smoke,175
map,173
volunteers,172
response,169
other,167
says,165
community,164
helping,158
assist,158
being,155
@tranbc:,154
@breannactv:,154
please,153
affected,152
lake,144
williams,143
@bcgovfireinfo,142
relief,139
new:,139
near,138
#bcwildfire.,138
#bcwildfire:,132
area,130
#bcwildfire…,129
after,128
important,122
it,121
thank,121
225,121
how,121
highway,120
#evacuation,118
#bcfires,118
july,117
here,115
all,115
#princegeorge,114
west,113
during,113
"#bcwildfire,",113
provide,112
efforts,110
who,110
but,110
officials,110
1,109
fight,109
@redcrosscanada,109
@woodfordchnl:,109
#bcpoli,108
access,107
you're,106
@tomfletcherbc:,105
been,104
alert,104
british,104
personnel,103
here's,102
members,102
#bc,101
2,101
no,101
get,100
#cariboo,99
ban,99
donate,98
it's,95
evacuated,94
not,93
@canadianforces,93
areas,92
services,92
state,91
over,91
red,91
cariboo,91
100,90
#bcwildfire?,89
centre,88
government,88
@salarmybc:,87
forces,87
info:,87
check,86
into,86
audio:,86
situation:,85
icymi,85
across,85
donating,85
allowed,85
additional,84
that,84
watch,84
#penticton,84
latest,84
what,83
#penticton.,83
evac,83
thanks,82
@cbcnewsbc:,81
around,81
my,80
bench,80
canadian,79
so,79
updated,78
kits,77
like,76
than,76
today,76
homes,76
@harjitsajjan:,75
deploy,75
were,74
help:,74
shows,74
update:,73
information,73
provincial,72
starting,71
current,71
ht…,71
@cfoperations:,71
|,71
arrived,70
5,70
#cityofpg,70
columbia,70
we're,69
@servicecanada_e,69
us,69
move,69
@bcgovnews:,68
seeing,68
go,68
@jyduclos:,68
know,68
@globalbc:,68
situation,67
livestock,67
online,67
working,67
many,66
htt…,66
response.,66
call,65
great,64
crews,64
creek,64
just,64
still,64
updates,63
kamloops,63
evacuees.,63
register,63
@news1130:,63
downgraded,63
where,63
evacuee,63
hercules,62
150,62
cc-130j,62
lake.,61
coming,61
breaking:,61
active,61
donations,61
most,61
they,60
#bcfire,59
don't,59
cross,59
progress,58
cattle,58
news,57
@radionlnews:,57
needed,57
status,57
dinner,57
supporting,56
follow,56
coastal,56
@tnrd,56
weather,56
hache,55
la,55
there's,55
way,55
#oplentus.…,55
lac,55
@emergmgtrdos.,54
5pm,54
sikh,54
work,53
areas.,53
protecting,53
first,53
h…,53
burned,53
there,53
make,52
108,52
under,52
10,52
show,52
@chadpawson:,52
sent,52
safety,51
phone,51
continue,51
he,51
@emergencyinfobc,50
lansdowne,50
centre.,50
@,50
food,50
@richardzussman:,50
donation,50
interactive,49
their,49
firefighters,49
tips,49
do,48
good,48
take,48
tonight,48
put,48
day,48
burning,47
pretty,47
canada,47
103,47
"us,",46
pack,46
inspired,46
update.,46
distribution,46
@citywl:,46
105,46
#evacuees,46
public,46
places,46
any,45
road,45
@…,45
also,45
second,45
1-800…,45
currently,45
cache,44
closures,44
wildlife,44
@mikefarnworthbc,44
care,44
properties,44
federal,44
*5555,43
open,43
firefighter,43
@christyclarkbc,42
two,42
lightning,42
ignored,42
report,42
clean-up,42
local,42
here:,42
getting,42
maps,41
8000,41
everyone,41
mile,41
#canadianarmy,41
making,41
21,41
health,41
fires.,41
stay,41
first-hand.,41
safe,40
scott,40
(#williamslake,40
downpour,40
really,40
showing,40
nelson),40
come,40
province,40
displaced,40
info.,40
i,40
yesterday,40
closure,40
"burning,",40
pic,40
along,39
@christyclarkbc:,39
now.,39
"fed,",39
#…,39
hous…,39
#100milehouse,39
"now,",39
prevent,39
@cfjc_today:,39
you.,39
#wildfire,39
when,39
@cknw,39
@drivebc:,39
10mm,39
farnworth,38
expected,38
could,38
did,38
right,38
800,38
"$50,000",38
bc?,38
@canadianarmy,38
.,38
share:,37
hope,37
due,37
helpful,37
extended:,37
clean,37
pmvia,37
keep,37
hosting,37
@lauren_global:,37
house,37
mapfor,37
#princetonbc,37
sweet,37
shared,37
50,36
hot,36
park,36
mt,36
3rd.,36
@cariboord:,36
weekend,36
nightly,36
@redcrosscanada.,36
retardant,35
result,35
min,35
team,35
663-5555,35
interior,35
donated,35
@ecccweatherbc:,35
responding,35
"fort,",34
controlled,34
arriving,34
replacing,34
hoping,34
ongoing,34
8,34
+,34
living,34
started,34
rain.,34
risk,34
evacuations,33
only,33
permitting:,33
returning,33
leave,33
#oplentus,33
operation,33
burnoff,33
search,33
@safety_canada:,33
planned,33
contact,33
@jjhorgan,33
back,33
children,33
equipment,33
looking,33
@hellobc:,32
welcome,32
#clearwat…,32
throughout,32
~,32
tweets,32
"remember,",32
village,32
sunshine,32
updates:,32
story,32
.@bcgovfireinfo,32
customers,32
today:,32
preparing,31
#alexiscreek,31
challenges,31
@dustinrgodfrey:,31
burnt,31
learn,31
ability,31
join,31
armed,31
cc-177,31
reported,31
even,31
meet,31
military,31
helicopters,31
big,31
"zoom,",31
@environmentca:,31
167,31
4,30
@lieny:,30
improves,30
notice,30
last,30
businessman,30
animals,30
#o…,30
97,30
extended,30
@bcgovfireinfo…,30
available,30
premier,30
globemaster,30
code,30
anonymous,30
faq,30
@cknw:,29
#salvationarmy,29
fund,29
responders,29
53,29
sign,29
roads,29
troops,29
going,29
fences,29
32,29
registered,29
find,29
anyone,29
answers,29
southeast,29
full,29
#bcwildfire#oplent…,29
photos,28
morning.,28
@tarajcarman:,28
@bcliberals,28
respond,28
lost,28
recent,28
41,28
view,28
blue,28
@cdcofbc,28
every,28
"lightly,",28
#cachecreek…,28
soldiers,28
moments,28
visit,28
@donaldsondoug,28
2pm,28
these,27
forecast,27
#canadianforces,27
per,27
lots,27
nearby,27
#britishcolumbia,27
@burnabyfiredept,27
nearly,27
minister,27
immediately,26
expect,26
satellite,26
@melanienagyctv:,26
@bchydro:,26
details:,26
families,26
@iaff323,26
serving,26
@redcrossbc,26
highways,26
mayor,26
"#bc,",26
parents,26
alerts.,26
closed,26
#lillooet,25
weeks,25
click,25
say,25
details.,25
ministers,25
#yyj,25
#clinton,25
set,25
#clintonbc,25
number,25
orders,25
soda,25
ground,25
@cbcnewsbc,25
trying,25
flames,25
@globalbc,25
discount,25
through,25
#kamloops.,25
18,25
openings,25
text,25
video:,25
east,25
sending,25
special,25
total,25
pets,25
battle,25
cdn,25
crossers,25
generosity,25
loon,25
w/,25
lot,25
forest,25
12,24
key,24
"ylw,",24
air,24
@michellemackey:,24
free,24
image,24
window.,24
area.,24
complex,24
"yxs,",24
prince,24
columbians,24
yyf,24
recovery,24
look,24
#aqhi,24
weeks.,24
them,24
extended.,24
destinations.,24
below,24
yka,24
add'l,24
pouring,24
kit,23
approved,23
note,23
#emergency,23
"lake,",23
alerts,23
followers.…,23
shortly,23
don’t,23
rd,23
@iaff323:,23
reports,23
since,23
#airquality,23
reception,23
season,23
consider,23
burnings.,23
126,23
@phsaofbc:,23
looks,23
@westjet:,23
night,23
far,23
between,22
disasters:,22
bring,22
want,22
smoke.,22
extent,22
live,22
excuses.,22
@cariboord,22
drive,22
@insurancebureau:,22
@news1130,22
"#saskatchewan,",22
destroyed,22
"#alberta,",22
use,22
stats,22
princeton,22
hopin…,22
damage,22
plane,22
#manitoba.,22
national,22
@sahalimall,22
#bcwx,22
toss,22
cobb,22
caregivers,22
while,22
edmonton,22
dropped,22
"yesterday,",22
fighting,22
@pquinlanglobal:,22
taken,21
reach,21
fundraiser,21
wildfires.,21
begin,21
#photography,21
his,21
parks,21
morning,21
corner,21
20th,21
seconds,21
army,21
order/alert,21
financial,21
communities.,21
"violation,",21
essential,21
--,21
next,21
staff,21
walt,21
daily!,21
despite,21
#naturalgas,21
@salvationarmy:,21
grounds,21
sky,21
today.,21
communities,21
safe?,21
thompson-nicola,21
lifted,21
"smoke,",21
@lailayuile:,21
@redcrosscanada’s,20
sort,20
offering,20
#princeton.,20
relief.,20
huge,20
restoration,20
@kyllogreg:,20
@canadapostcorp:,20
region,20
#bcwildheart,20
spots,20
vehicles,20
"wildfire,",20
payment,20
least,20
wow,20
@canadianarmy…,20
victims,20
(on,20
cell),20
situation.,20
tk'emlúps,20
lifted?,20
tips:,20
nl,20
20,20
family,20
@totemsunrise:,20
week,20
picking,20
#electricity,20
give,19
very,19
truly,19
rolling,19
@mypgnow:,19
head,19
men,19
#surreybc,19
heart,19
asap.,19
"you,",19
"orders,",19
waiting,19
breaks,19
daily,19
close,19
@anitabathe:,19
kamloops!,19
reopened,19
bank?,19
@kamfoodbank:,19
upon,19
#ctvnews…,19
women,19
place,19
cool,19
bank.,18
side,18
another,18
@joshuaknaak:,18
posted,18
story:mounties,18
iru,18
may,18
greeted,18
@lkretzel1130:,18
ecstatic,18
much,18
@akurjata:,18
shipments,18
wilson,18
checkpoint,18
hectares,18
having,18
@servicecanada_e:,18
tasks,18
street.,18
rainfall,18
needs,18
37,18
location,18
lansdow…,18
cml,18
22,18
"home,",18
cfb,18
kootenay,18
large,18
@bernardo1130:,18
pow,18
ready,18
#100milehouse.,18
@kamfoodbank,18
powwow,18
babies,18
hear,18
171,18
become,18
today;,18
providing,18
dog,18
dozens,18
@kamscan:,18
australian,18
causes,17
again,17
doing,17
asking,17
truckloads,17
@citywl,17
@fnha:,17
rcmp,17
clouds,17
hard,17
reporting,17
"available,",17
underway,17
memorial,17
land,17
firefighters.,17
part:,17
things,17
courageous,17
@kelownasallyann,17
#bc’s,17
tax,17
threatened,17
@v…,17
raised,17
remains,17
born,17
communique,17
animation,17
photo❤🙏,17
clenched,17
@preparedbc,17
hwy,17
south,17
newest,17
@1cmbg:,17
fences.,17
alberta,17
issues,17
forests,17
#lillooet.,17
reminder,17
crisis,17
southern,16
there/where,16
@cwfis:,16
@bcwildheart,16
"penticton,",16
"hi,",16
"#williamslakebc,",16
#yeg,16
deployed,16
event,16
armoured,16
ess,16
65%,16
officers,16
@redcrossbc:,16
help.,16
hours,16
thousands,16
numbers:150,16
(fluid,16
hrs,16
@kootenaynp,16
busine…,16
before,16
money,16
mark,16
number)12,16
four,16
friday,16
front,16
raise,16
#firefighters,16
lightning#bcwildfire,16
"monday,",16
announce,16
"others,",16
gets,16
sajjan,16
operations,16
provided,16
today's,16
country,16
safe.,16
trouble,16
@cbcvancouver:,16
#ashcroft,16
600,16
hurt,15
people.,15
retweet,15
past,15
should,15
inside,15
street,15
force,15
e-1,15
@drivebc,15
hectare,15
road.,15
$$,15
dense,15
#sidney,15
amazing,15
charity,15
music,15
arbour,15
@salarmyedscan,15
⚠️,15
had,15
@bc_spca,15
scene,15
2017,15
winds,15
#leader...,15
million,15
ranchers,15
able,15
insurance,15
"evacuees,",15
wind,15
spotted,15
@tranbc,15
meeting📋july,15
hand,15
damaged,15
gov't,15
structures,15
#verdantcreek,15
dousing,15
holding,15
📋#bcwildfire,15
overnight.,15
#kamloops;,15
#wildfires,15
tasked,15
ess.,15
sidney,15
toll-free.⚠️,15
hall,15
creek.,15
heavy,15
4pm,14
continues,14
#caf,14
quesnel,14
hoping…,14
fire.,14
crew,14
inbound.,14
pet,14
"cellphone,",14
"work,",14
raining,14
sunday,14
totals,14
"sweet,",14
#shuswap,14
zone,14
beautiful,14
activity,14
time,14
4am,14
mike,14
@sportshorn:,14
salute,14
bit,14
"food,",14
#yxe,14
we'd,14
pdt).,14
listen.,14
txs,14
contained.,14
#ruralbc,14
paper,14
expenses,14
.@bcliberals,14
you💪👏⭐️,14
amazing.,14
@sidneyvfire:,14
(wednesday,14
@cityofpg:,14
experts,14
regional,14
@tourismkamloops:,14
assistance,14
#ashcroftbc,14
36,14
behind,14
pen,14
made,14
water,14
benefit,14
"fences,",14
100s,14
conditions,14
leader,14
#sask,14
overjoyed,14
letter,14
#bcstorm,14
protect,14
district.,13
gurudwara,13
feel,13
qualtrough,13
pm,13
man,13
because,13
@iaffcanada,13
24/7,13
@fortisbc:,13
$1000,13
can't,13
"decline,",13
live:,13
residents!,13
relief;,13
"goodale,",13
chilcotin,13
kitimat,13
costs,13
fly,13
buddy,13
45678,13
evacuation:,13
"active,",13
outside,13
"luka,",13
.@christyclarkbc,13
seven:,13
forecasts,13
they're,13
zones,13
"air,",13
its,13
banff,13
@cityofburnaby,13
george,13
cc:,13
fights,13
containment,13
@canrevagency:,13
storm,13
cleanup,13
elementary,13
"9,000,",13
feed,13
count,13
#cdnpoli,13
media,13
1st,13
"fire,",13
sale,13
sections,13
weekend.,13
calories,13
gustafsen,13
#firefighting,13
plan,13
surpassing,13
hits,13
stress,13
opening,13
#medevac,13
castle,13
@bcpffa,13
mall,13
christy,13
closes,13
#explorebc,13
mins,13
@bc_ehs,13
@salarmybc,13
approaching,13
friday:,13
centres,13
11:30,13
@donnabarnett_bc:,13
out-of-control,13
bake,13
person,13
c/o,13
list,13
arrested,13
holders,13
central,13
@cdcofbc:,13
smoking,13
year's,12
continuity,12
#firefighter,12
affecting,12
@bcpharmacists:,12
business,12
surreptitious,12
deployment,12
beware,12
zones…,12
line,12
extra,12
horrible,12
'seeing,12
#cityofpg?,12
@andreawoo:,12
#volunteer,12
#firstnations,12
@fnha,12
scams.,12
which,12
#bcwildlife#biggerthanyouthink,12
"centre,",12
permitted,12
@b…,12
@gregmooredotca:,12
nice,12
"rain,",12
.@stkemlups_ssn,12
.@emergmgtrdos,12
her,12
24,12
#okanagan,12
confirmed,12
meeting,12
interior;~316k,12
smoky,12
size,12
#bcgov,12
let,12
further,12
mail,12
disaster,12
happy,12
@redcross…,12
high,12
until,12
fundraising,12
prepared,12
qs,12
(⚡️😣):,12
move.due,12
bc.,12
48,12
makes,12
"""lightning",12
regarding,12
"burned.""",12
believing':,12
kids…,12
unarmed,12
32+,12
feeding,12
@rmwhistler:,12
@kelownanow,12
aircraft,12
work!,12
send,12
goods,12
$1,12
ban.,12
space,12
safe!@burnabyfiredept,12
brings,12
#100mile,12
spent,12
#banff,12
@justintrudeau,12
plume,12
routes.,12
radio,12
@cbccalgary:,11
@chriswalkercbc:,11
difference,11
listen,11
end,11
1-800-317-7878,11
relieve,11
.@conradsauve,11
lend,11
news:,11
burned-out,11
whistler,11
experience,11
funding,11
adorable,11
predict,11
icymi:,11
rallying,11
shortage,11
@tkemlups,11
province.,11
without,11
speak,11
"relief,",11
#hwy97,11
built.,11
@ralphgoodale,11
#skstorm,11
photo,11
mobility,11
#princeton,11
isolated,11
450,11
never,11
yr,11
why,11
@canadianforces:,11
flames.,11
@cityofb…,11
fireworks,11
"kits,",11
google,11
potential,11
govt,11
devices,11
@globalokanagan:,11
feds,11
related,11
1-800-319-9993,11
@canadapostcorp,11
quality,11
#lakecountry,11
well...this,11
guards,11
saturday,11
cc,11
supplies,11
launch,11
&gt;800,11
covered,11
caf,11
called,11
concerning,11
think,11
t-storms,11
@mmorton980:,11
info…,11
offer,11
program,11
staff.,11
#kelowna,11
@lieny,11
gives,11
#hwy16,11
easy,11
watch:,11
#bcwildfire-struck,11
emotional,11
p/u,11
up:,11
travel.,11
id,11
aid,11
newly,11
instructions,10
rocky,10
cent,10
"torches,",10
white,10
calls,10
hr,10
few,10
@unitedwaytnc:,10
including,10
times,10
your…,10
"44,000",10
written,10
fed,10
glad,10
zones.,10
@erinwenckstern:,10
kamloops.,10
3,10
.@redcrosscanada,10
start,10
trepidation,10
to…,10
@lightshipworks,10
also.,10
$600,10
me,10
@cwfis,10
accessing,10
manage,10
#evacuee,10
"out,",10
$10,10
@kevinskrepnek,10
"#penticton,",10
dark,10
proud,10
here!,10
incl.,10
tiki,10
"good,",10
video,10
evening,10
opened,10
off,10
already,10
robert,10
stretches,10
research,10
surrounding,10
soon,10
"contained,",10
hazard.,10
questions,10
⚠️new,10
$30…,10
viewing,10
jul…,10
issued,10
includes,10
hill,10
kind,10
mountains,10
reinforcements,10
@ctvvancouver…,10
@byjameskeller:,10
using,10
protection,10
@rsacanada:,10
western,10
together,10
@harjitsajjan,10
:,10
@yvrairport.,10
@ctvnewsben:,10
"decade,",10
@darrylburry:,10
visible,10
felt,10
earth.,10
"disaster,",10
more:,10
reached,10
th…,10
outskirts,10
@paulhaysom:,10
#canada,10
#rcmp,10
"""",10
show:,10
student,10
helps,10
close-up,10
organiza…,10
efforts.,10
week:,10
australians,10
ontario.,10
firesmoke.ca,10
do.,10
old,10
job,10
$s,10
#wildfires?,9
remain,9
@kamthisweek,9
up-to-date,9
care.,9
pg,9
hotline,9
better,9
@bc1:,9
us.,9
@tranbc…,9
lord,9
7,9
@cfax1070:,9
@660news:,9
@conradsauve:,9
....poor.,9
attending,9
rings.,9
served,9
might,9
association,9
app,9
roundup,9
#bcstrong,9
@insurancebureau,9
surpassed,9
–,9
"lifted,",9
programs,9
"""rain",9
km,9
george.,9
save,9
"man,",9
love,9
#critica…,9
deal,9
tomorrow,9
#bcparks,9
arrive,9
context.,9
6,9
dept,9
we’re,9
@stkemlups_ssn,9
"area,",9
"internet,",9
something,9
breaking,9
"""how",9
illegal,9
trails,9
giving,9
#breaking,9
thoughts,9
banned,9
task,9
reservation,9
#williamslake.,9
#fire,9
sector,9
#insurance,9
#kam…,9
sharing,9
#getprepared:,9
24th.,9
face,9
cattlemen's,9
#fedgov,9
lobby,9
allow,9
@franhasnews:,9
insurance:,9
some…,9
positive,9
@cqualtro:,9
guests,9
"computers,",9
pm.,9
tackle,9
preparedness,9
stn580,9
each,9
staying,9
15,9
two-week,9
@petsmartcharits,9
stop,9
lives…,9
@bcairambulance:,9
does,9
lakes,9
#facebook,9
claim,9
bans/restrictions:…,9
"30,000ft",9
@tiffanyglobal:,9
yet,9
@rupparmar:,9
"43,000",9
corridor,9
delivery,9
turner,9
.@johnrustad4bc,9
release:,9
volunteer,9
out.,9
"place,",9
enjoy,9
"expenses.""",9
evacuated.,9
community?,9
communication,9
@unbc,9
extend,9
@fortisbc,9
shelter.,9
she's,9
"""#insurance",9
a…,9
outpouring,9
hihium,9
part,9
tremendous,9
#skstorm…,9
max,9
bceda,9
prov…,9
@_brian_mc_,9
largest,9
change,8
would,8
what's,8
gorgeous,8
"shot,",8
@tooq:,8
discussed,8
comes,8
"north,",8
"park,",8
data,8
$5,8
hey,8
"""#princetonbc",8
"""#bcwildfire",8
green,8
.@bcrcmp,8
#bcwildfire🔥in,8
anxiety,8
photos~,8
cleaning,8
@cnlastro:,8
holy,8
applies,8
cause,8
#highway97,8
remains…,8
"street,",8
97.,8
#bcgov's,8
gone,8
talk,8
#mindfulness,8
wide,8
fraser,8
cornwall,8
bcwildheart,8
lunch,8
@doetwa:,8
numbers,8
211.,8
hanceville,8
down,8
enough,8
heading,8
volunteering,8
@gdrinnan:,8
#interface,8
depressing,8
knocked,8
read,8
small,8
hours.,8
unit,8
scaled,8
bush,8
@jdfromcjay:,8
tailgate,8
@cfjc_today,8
skrepnek,8
saw,8
via…,8
link,8
@cbcnews,8
animal,8
elephant,8
@bmanphoto,8
#kamloops:,8
instead,8
download,8
poles,8
done.,8
@economicdevbc:,8
contained;,8
bc's,8
#breathr,8
@ashwadhwani:,8
@pg_library:,8
offensive,8
bat,8
@salvationarmy,8
shoots,8
#cloverdale,8
danger,8
doesn't,8
tip,8
@johnrustad4bc,8
we've,8
post:,8
wild,8
menu,8
@janetbrown980:,8
firefighting,8
clinton,8
#explorekamloops,8
neigbour's,8
resilience,8
post-evacuation,8
plates,8
assessing,8
@bcwildheart:,8
!,8
rebuilding,8
#bcrcmp,8
downgraded;,8
maya,8
evacuees;,8
listen:,8
map:,8
home?,8
11-5pm,8
sahali,8
15-17,8
turner:,8
.@ralphgoodale,8
1-800-sal-army,8
intense.,8
w,8
caught,8
"week.""",8
wind!,8
concern,8
#dyk,8
@christiansonamy:,8
fn,8
"#kamloops.""",8
normal.,8
prepare,8
impacts,7
@sfucentral:,7
sheet,7
okanagan,7
try,7
#westbenchfire,7
registering,7
@ubcforestry:,7
parts,7
#northernbc,7
penticton,7
cheque?,7
effect,7
homeowner,7
saskatoon,7
personally,7
"80,000+",7
freezer?,7
downtown,7
@cityofpg,7
free:,7
anglemont,7
cbc,7
cats,7
@krmason7:,7
"smoothly,",7
upper,7
dedication.,7
fuel,7
colleagues,7
left,7
@jamloops:,7
announced,7
@ctvnews,7
committee,7
columbia!,7
u,7
fridge,7
t…,7
poor,7
mounties,7
blog,7
#bcwildfires…,7
causedcost,7
@destinationbc:,7
management,7
parking,7
helena,7
in-store,7
(including,7
moderate,7
f…,7
drinks,7
centres.,7
@cnc_bc_ca,7
returns,7
@dustinrgodfrey,7
"suppressants,",7
@lizacknw980:,7
half,7
#pets,7
stressful,7
@allthecdnpoli:,7
@bc1,7
numbers:161,7
#bcspca,7
"#bcwildfires.""",7
informed,7
#whistler,7
hwy5,7
"could,",7
cross.,7
"snacks,",7
be…,7
resources,7
reminds,7
#icymi,7
human-caused,7
homicide,7
for…,7
updated.,7
evacuees?,7
"home.""",7
global,7
started.,7
#elephanthill,7
47,7
funds,7
returned,7
#redcross,7
"meals,",7
charged,7
sight:,7
units,7
coast,7
kids,7
contained,7
al,7
partial),7
"airport,",7
#kamloops',7
@riacknw980:,7
directional,7
"date,",7
reminders,7
year.,7
"mark,",7
burning14,7
fun,7
real,7
reduced⚠️residents,7
relocates,7
1907,7
s,7
canada.,7
practical,7
re-entry,7
that's,7
"#williamslake.""",7
bonaparte,7
$100,7
climate,7
expecting,7
future,7
@northlanddodge,7
finds,7
fires13,7
case,7
princeton:,7
impact,7
cope,7
ebooks,7
@betsytrumpener:,7
$122,7
@carchicoa,7
coming!,7
@tspricker:,7
richmond,7
scorched,7
line?,7
dogs,7
contained.details:,7
@mikamckinnon:,7
home.,7
#bcfires…,7
n,7
@nikireitmayer,7
@lauren_global,7
retardants,7
arena,7
sfu,7
long,7
41010,7
@floralboom:,7
#authors,7
@ctvvancouver,6
#bcwildfires.,6
@sallyannpg,6
ways,6
ops#bcwildfire,6
pm2.5),6
#bcwildfir…,6
#fakeconcern,6
@jwagstaffe,6
$300,6
rally,6
ms.,6
tells,6
"response.""",6
"40,000",6
hq,6
though,6
current…,6
news;,6
thunder,6
$100m,6
fortes,6
worry,6
showers,6
"photos📷:""12",6
hangars,6
grateful,6
emerg,6
planning,6
helps.,6
#bccanda,6
supplying,6
friends,6
sounds,6
control,6
(💕),6
1-888-988-9488.,6
@neetugarcha:,6
deductible,6
turn,6
stayed,6
#surrey,6
@goremutual:,6
price,6
fossil,6
s…,6
weeks;,6
breathtaking,6
#princegeorgebc,6
grown.,6
call:,6
@westernpartners,6
re:,6
suspicious,6
serve,6
burns.,6
sessions,6
several,6
reminder:,6
describes,6
ranch,6
"'lunch,",6
.@cityofpg,6
kylie,6
we'll,6
shelter,6
scorched.,6
"before,",6
perishable/non-perishable,6
walking,6
"$15,000",6
"b.c.,",6
wildfires:,6
rescinded,6
grant,6
236,6
@saveonfoods,6
:),6
car,6
regular,6
track,6
days.,6
stay',6
responsible,6
difficult,6
@vicecanada,6
bans/restrictions:,6
top!,6
recounts,6
bluesky,6
"new,",6
praying,6
@ld_coquitlamcen:,6
"""dogs",6
cvse,6
alex,6
500,6
employee,6
route,6
#100mileho…,6
#gustafsonwildfire,6
clearwater,6
major,6
'unpredictable',6
“happiest,6
hit,6
(‼️😊‼️):,6
pay,6
manager,6
"coming,",6
'it’s,6
then,6
clark's,6
#givinghopetoday,6
@shirleybond,6
joe,6
@northern_health,6
514,6
former,6
quoting,6
accepting,6
@ibc_west:,6
barnyard,6
@yahoocanada:,6
dry,6
locked,6
oliver,6
@ken…,6
"bc""neither",6
final,6
dbc's,6
riske,6
flannigan,6
raising,6
drought,6
⚠️alert⚠️public,6
"works.""",6
rest,6
such,6
runaround,6
trucks,6
restricted,6
millio…,6
orders.,6
driving,6
#interior,6
@cbcottawa,6
timeline,6
advice,6
rescue,6
roadblocks,6
@todddohertymp:,6
100%,6
moonrise,6
layers,6
"fires,",6
am,6
critical,6
@benwilson1130:,6
human,6
almost,6
evacuees:,6
"bottom,",6
improvement,6
225.,6
act,6
@cityofkamloops,6
won’t,6
#animals,6
19,6
hearing,6
conference,6
(daily,6
text:,6
@jnsperling,6
@halifaxpride,6
⚠️important,6
battling,6
north,6
efforts!,6
moms,6
|…,6
writing,6
share,6
prohibitions,6
the…,6
responde…,6
"today,",6
bad,6
#100milehouse;,6
gustafson,6
entire,6
know:,6
named,6
#williamslakebc,6
(partial),6
trapped,6
@catherine_rdgbc:,6
@sylviefberube:,5
#cariboopoli,5
finally,5
