within,3
keep,3
grove,3
changes.,3
"lake,",3
winds,3
#bcpoli,3
aspen,3
yikes!,3
been,3
#hamradio,3
impacts:,3
n.,3
my,3
explosive,3
yet,3
spokin,3
blowing...#100milehouse,3
we'll,3
sw,3
"penticton,",3
97.,3
gustafson,3
#150milehouse,3
"1,200",3
time.,3
link,3
tankers,3
am,3
@cbcnewsbc:,3
spots,3
zone,3
over,3
af…,3
control.,3
properties,3
litttlefort.,3
ot,3
hache.,3
"overnight,",2
season.,2
everyone,2
#kamfire,2
worst,2
ranger,2
caution,2
@mypgnow:,2
down,2
human,2
list,2
may,2
@fnha:,2
2-3,2
provincial,2
battling,2
contro…,2
2,2
11,2
taken,2
@deannabydesign,2
@citytvnews:,2
bunch,2
main,2
#bcwildfire…,2
yr,2
what,2
"burning,",2
overnight.now,2
nw,2
shaws,2
tips,2
#bcforestfires,2
confirms,2
information:,2
road,2
remain,2
wants,2
@shawhelp,2
"b.c.,",2
powerlines,2
@bc1,2
amount,2
blaze,2
@bryangrahn:,2
travelers.,2
since,2
rank,2
sunny,2
activated,2
#hwy97c,2
free,2
thank,2
airport.,2
summer,2
"hache,",2
safe.,2
alert:,2
cowles,2
vigilance,2
33,2
think,2
america,2
season,2
@tspricker:,2
fight,2
caused,2
#breakingnews,2
stories,2
~,2
fixed,2
however,2
pegged,2
good,2
hopefully,2
(ve7byi),2
@hellobc:,2
rj85,2
here.,2
orders:,2
telco,2
line,2
doesn't,2
"hectares,",2
ne…,2
health,2
@hawaiimars,2
"wildfire,",2
press,2
@ottimberframes:,2
noon,2
@kgordonglobalbc,2
burned,2
#provincial,2
services,2
#bcwildfires,2
albert,2
regional,2
@drivebc:,2
@cballnews:,2
wing,2
events,2
orders.,2
gold,2
"aircraft,",2
@jwagstaffe,2
yet!,2
reminder,2
#amateurradio,2
@cariboord:,2
thoughts,2
closures:,2
wildfires,2
impact,2
chad,2
major,2
daily!,2
"kaleden,",2
"1,200-ha",2
preoc,2
urged,2
retweeted,2
arrived,2
informed,2
@joshreports:,2
williams,2
#stanleypark.,2
or,2
apply,2
@globalbc,2
outdoor,2
control,2
thanks,2
@42whitford:,2
areas.,1
rdcfinehomes,1
fort,1
97;,1
toward,1
better,1
reinforcement,1
spread,1
behaviour,1
#airshow,1
"""rt",1
@va3dbj,1
facebook,1
it,1
result,1
weather?,1
doubled,1
se,1
higher,1
lots,1
wind,1
hotspots,1
@dolly_world,1
disrespect,1
"""@emergencyinfobc:",1
.@cariboord,1
centre's,1
bc.…,1
$15k,1
"people,",1
are...,1
@ottawaweather,1
store!,1
size.…,1
2ha,1
"surprise,",1
refills,1
gov,1
#tropical,1
two,1
firefighte…,1
c…,1
heart,1
several,1
#kaledine.,1
area?,1
#happeningnow,1
#kaleden.,1
considered,1
#murray,1
wildfire call,1
#yka,1
do,1
#southcanyonfire,1
there.,1
14,1
@ecomm911_info:,1
(@bcgovfireinfo):the,1
months,1
globalnews.ca,1
many,1
@ctvvancouver…,1
crews!,1
around.,1
closure:,1
avro,1
isn't,1
light,1
aircraft,1
@jeff_sopel:,1
every…,1
hands,1
large,1
@rsamuels,1
@darrell,1
pictures,1
safe!,1
always,1
after,1
affected…,1
hard.you,1
#ymm,1
place,1
"#ashcroft,",1
kimvan,1
"""out",1
here,1
rep…,1
note,1
@jba_dist,1
place.,1
thinking,1
similar,1
oxygen.,1
@interior_health:,1
cherry…,1
inside,1
380,1
attack,1
csa-approved,1
hoping,1
#airtanker,1
o…,1
processing,1
fit,1
"control"":",1
region,1
extinguishing,1
@radionlnews:,1
window,1
bans,1
five,1
updated:,1
contact,1
heat,1
map:,1
#bc…,1
#abbotsford.,1
~40,1
starts,1
ashcroft.,1
base,1
12pm,1
creek,1
week!,1
i…,1
"bans,",1
hache,1
fighting…,1
rain,1
@k2exe,1
bcfs,1
100%,1
room,1
#harrison,1
$20k/hr,1
"#ashcroftbc,",1
kellys,1
km/h,1
than,1
april,1
@quirkyqrp,1
wait?,1
restrictions,1
strides,1
#tesla,1
@jorgematias679:,1
nnw,1
potential,1
wildfire:,1
turn,1
tasks,1
why,1
#insurer,1
🔥,1
contained,1
comes,1
storms,1
date,1
wow,1
"safe,",1
ground.,1
continues,1
@googlemaps,1
sechelt.,1
2017,1
insurance,1
tirelessly,1
it…,1
@sebelius29:,1
@carriermgmt,1
@jjhorgan,1
8,1
500ha,1
bcgovfireinfo,1
tough.,1
"summer,",1
750…,1
throw,1
big,1
forests,1
@secheltfiredept…,1
mac,1
l…,1
"toll-free 1‑800‑663‑5555, or *5555",1
pits.,1
these,1
"""@preparedbc:",1
"growing,",1
colleagues,1
alt,1
learn,1
@drivebcc,1
#penticton.,1
#100milehouse:,1
some…,1
noon.,1
lines.…,1
of…,1
handle,1
results!,1
we’ll,1
near…,1
wow.,1
#climate,1
move--,1
conditions,1
right,1
#hwy1,1
properties:,1
develop.,1
@sbredsfarm,1
lilypad,1
capacity,1
@camanodick,1
wtf,1
this.,1
seemingly,1
140,1
goes,1
#watsonlake,1
travelers,1
us,1
too,1
tinder,1
#ashcroftbc.,1
am.,1
hectres.,1
province,1
emergencyinfobc,1
northwest,1
politics,1
deck.,1
effective,1
mgmt,1
thursday,1
36,1
questions,1
slight,1
surrounding,1
info:,1
impressive,1
today.,1
#firefighters,1
challenge,1
clear!…,1
you.fuck,1
hellobc:,1
"again,",1
were,1
tine,1
"house,",1
#hwy5a,1
province.,1
"#cariboofire,",1
alerts..,1
#insurance,1
cache,1
situation.,1
#climatechange,1
@100mile,1
butts,1
soon,1
find,1
cigarette,1
details:…,1
grows,1
whip,1
best,1
creek.,1
12,1
19…,1
fires.,1
man,1
"immediately,",1
.@northwestfire,1
tanker,1
@weightloss2017,1
even,1
info;,1
died,1
fuck,1
propane,1
more:…,1
probably,1
dry.…,1
kamloops,1
awefull.,1
half,1
gobsmacked,1
suppression,1
seek,1
(@bcgovfireinfo):bcws,1
cherry...,1
responded,1
photo:,1
pt,1
wildfires.,1
water,1
spreads,1
closure.,1
#100milehouse:…,1
brings,1
@vancouvermetro:,1
fire:,1
torrential,1
careful,1
@midislandnews:,1
--&gt;,1
#happenningnow,1
#ywl,1
routes,1
2day,1
@,1
there!,1
20,1
"please,",1
"""i'm",1
welcome,1
waste,1
repostby,1
