#bcwildfire,12668
of,3003
is,2016
help,1812
,1576
with,1575
are,1535
from,1530
this,1197
evacuees,1197
be,1119
if,1102
affected,1086
bc,900
b.c.,877
-,760
#bcwildfires,719
evacuation,702
area,692
#bcfires,683
has,673
that,672
support,662
@redcrosscanada,640
#bcpoli,626
burning,624
so,623
#kamloops,620
or,596
all,586
@bcgovfireinfo:,576
your,567
#bcwildfire.,566
@emergencyinfobc:,559
smoke,548
was,530
will,529
out,527
british,512
@cknw,506
more,505
#evacuation,501
donate,498
@johnodowdirl:,497
h…,494
@bcgovfireinfo,467
red,467
donating,467
wildfires,467
thanks,467
near,465
latest,462
@cbcnewsbc:,461
about,461
@globalbc:,460
would,449
columbians,430
here's,423
cross,422
crews,421
#williamslake,421
firefighters,417
metro,414
been,414
"vancouver,",403
approximate,400
lost...,400
far!,400
how,395
not,391
"#bcwildfire,",386
info,384
first,377
call,374
people,371
across,370
canadian,369
emergency,366
@preparedbc:,365
#bcwildfire…,362
please,362
says,360
as,353
alert,346
up,345
do,343
lake,335
at:,335
#bcwildfire:,326
current,325
@justintrudeau:,325
situation:,324
williams,324
where,324
1,322
just,318
air,311
today,309
stay,308
but,303
assist,302
report,298
over,298
relief,291
what,291
going,289
impacted,289
#bc,288
here,281
helping,278
residents,277
evacuated,277
us,274
htt…,273
donations,272
prince,271
arrive,262
city,262
know,262
due,261
check,261
their,259
who,259
@cariboord,258
free,258
leave,254
personnel,253
fight,245
some,242
alberta,240
we're,237
home,236
george,236
started,227
video,224
100,223
areas,222
$10,221
evacuees.,220
i,220
it,218
my,218
update,216
thoughts,216
#canada,214
issued,213
firefighting,213
july,213
coming,209
out-of-province,209
mile,202
highway,202
animal,200
quality,200
here:,200
map,199
@cknw:,198
alert:,198
hectares,198
resource,196
|,196
12,194
text,194
*5555,190
#cityofpg,190
you've,189
escape,188
@redcrossbc:,188
around,186
800,186
daily!,186
under,185
45678,185
situation,184
@jjhorgan,184
canada,183
offering,182
want,182
morning.,181
663-5555,179
off,178
right,174
being,173
through,173
click,171
phone,171
@cfjc_today:,171
tonight,171
full,169
information,169
still,169
homes,169
it's,166
creek,166
bans/restrictions:,165
during,165
they,164
"evacuees,",163
province,163
visit,162
@ecccweatherbc:,161
#ashcroft,159
help.,158
1-800-863-6582,158
may,157
@akurjata:,157
⚠️,157
@andrewscheer:,157
drive,156
cariboo,156
area.,155
donation,155
make,154
great,154
food,154
toll-free.⚠️,154
update:,152
there,152
@drivebc:,152
shows,150
fort,150
register.,150
sending,149
working,149
#bcfire,148
banking,148
burned,148
@redcrosscanada:,147
news,146
no,146
devastation,144
#hmrd,143
its,143
donated,141
little,141
weather,141
#cachecreek,139
safe,138
provide,138
kamloops,137
available,137
sooke,137
ask,136
away,136
conditions,136
list,133
return,132
alerts,130
they're,130
details,129
@rubiconski:,129
these,129
friends,129
could,129
photo,129
whe…,129
come,128
offer,128
like,127
#vancouver,127
between,126
2,126
terrifying,126
resources,126
pets,125
w/,125
everyone,124
deployed,124
@globalnews:,124
rv,123
discount,123
way,123
mcmurray,122
closed,122
proud,121
2017,121
@globalbc,121
get,121
home.,121
#bcwildfire?,121
#bc.,120
work,119
twitter,119
@news1130:,119
#princetonbc,119
details:,118
into,118
new:,118
"tonight,",118
ashcroft,117
#oplentus,117
after,117
evacuee,117
@humanityroad:,116
signing,116
rcmp,114
#100milehouse,114
link,114
register,114
cdn,114
watch,113
ready,113
health,113
house,113
efforts.,113
#fortmcmurray,111
orders,111
@safety_canada:,111
interior,111
albertans,110
shelters,110
national,110
response,110
below,110
details.,109
daily,109
place,109
management,108
many,108
#ymm,108
horse,108
expanded.,107
"ylw,",107
animals,107
"yxs,",107
yyf,107
