#bcwildfire,9448
of,2762
is,1454
evacuation,1426
,1252
issued,1242
#williamslake,1227
from,1194
@emergencyinfobc:,1120
with,1073
lake,992
are,968
this,943
evacuees,940
#evacuation,860
your,725
please,709
@tranbc:,662
bc,654
alert,653
be,638
info,629
more,619
help,577
williams,561
#kamloops,508
@drivebc:,503
as,500
highway,494
-,486
if,464
will,444
#bcwildfires,432
centre,431
out,418
map,417
@bcgovfireinfo:,405
updated,398
watch,392
"#bcwildfire,",373
emergency,372
evacuated,372
travel,362
how,357
#bcfires,352
july,351
closure,350
info:,347
people,341
evacuees.,331
share,327
affected,324
@globalbc:,319
ht…,318
all,316
here:,316
@preparedbc:,315
due,314
latest,311
or,310
share:,307
lake.,304
firefighters,304
available,304
information,304
thanks,294
wildfires,292
that,288
south,287
local,285
#bcwildfire…,278
says,276
about,276
lost,273
area,262
@cbcnewsbc:,262
15,261
burning,258
#cariboo,258
@lauren_global:,257
home,254
pmvia,254
mapfor,254
smoke,250
homes,245
up,244
followers.,242
update,239
country,239
been,237
safe,235
@cariboord,232
william,232
some,231
#bcwildfire.,231
properties,225
b.c.,224
#lakecountry,224
red,220
has,219
@bcgovfireinfo,217
here,216
call,212
no,210
sandman,206
so,206
#evacuationorder,202
lots,201
#cachecreek,198
expected,195
support,194
#williamlake#bchwy97,191
#bcwildfire:,191
@citywl:,190
@redcrosscanada,189
h…,187
@tnrd,187
route.#bcwildfire,186
many,185
just,184
cross,181
@woodfordchnl:,181
it,178
kamloops,178
cattle,178
crews,177
areas.,176
24,175
open,174
closed,173
stay,172
here's,170
burnt,168
fences.,168
ashcroft,167
structures,166
#breaking,165
creek,159
get,159
there,159
being,158
winds,158
water,158
check,157
little,157
keep,156
after,156
orders,155
donations,154
reception,153
news,151
@akurjata:,150
okanagan,148
@cknw:,148
7,148
right,148
|,148
update:,147
damaged,147
#150mile,146
hr,146
protection,146
area.,143
current,143
htt…,142
wildlife,141
@ccdacre:,141
not,139
was,139
everyone,137
volunteers,137
working,137
wind,136
#bcfire,132
free,131
i,131
(as,129
what,129
us,129
where,129
leave,128
loon,127
north,127
their,126
off,126
closures,125
@citywl,124
#bcpoli,124
they're,124
thank,124
#bcwildfire?,124
#bchwy97,123
way,123
public,123
register,122
throughout,121
next,121
near,120
during,120
go,120
"rcmp,",120
@tinalovgreen:,119
details:,119
@safety_canada:,119
spotted,119
may,117
likely,117
interior,117
poor,116
residents,116
1-800-863-6582,116
situation,115
serve,115
badger,115
highways.,115
escaping,114
around,112
lodging,112
head,111
but,111
big,111
when,111
would,110
good,110
tips,110
village,110
under,108
work,108
map.,108
#cityofpg,108
"lake,",107
safety,107
least,106
donation,106
#ashcroft,106
make,105
several,105
others.,104
fort,104
provide,103
reserve,103
icymi,103
who,103
major,103
evac,103
@drivebc,102
breaking:,102
fully,102
activity,101
@co_emerg:,101
suppression.,101
it's,100
1,100
release,100
event,99
daily.,99
mass,99
response,99
100s,99
increase,97
follow,97
clinton:,96
donate,96
interior.,96
centres,96
reminder,96
interactive,95
situation:,95
alerts,95
first,95
they,95
hard,94
conditions,92
fighting,92
cause,91
impacted,91
#wildfire,91
full,91
do,90
substantial,90
over,90
my,90
coming,90
showing,90
food,90
#kelowna,90
@cknw,90
coverage,89
through,89
before,88
weekend,87
resources,86
@bcrcmp:,86
p.m.,86
across,85
fight,85
heading,84
burned,84
today,83
number,82
@chieflebourdais:,82
most,82
tonight,81
any,80
2,80
evacuate,80
livestream,80
use,80
remains,80
status,80
courtesy,80
rcmp,79
could,79
@redcrossbc:,79
mile,79
look,79
know,79
evacuee,79
@tnrd.,78
house,78
list,78
you're,77
8,77
audio:,77
too,77
forest,77
#lakecountrybc,76
efforts,76
lower,76
#bcstrong,76
set,76
stays,76
tim,76
aid,76
@transport_gc:,75
150,75
video,75
don't,75
mt,75
service,75
evacuations,74
10:30pm),74
want,74
helping,74
last,74
orders/alerts,74
hortons,74
@cfjc_today:,74
getting,74
morning:,73
mainland,73
@andreawoo:,72
830am…,72
#clearwaterbc.,72
@johnodowdirl:,72
take,72
officials,72
like,71
great,71
officers,71
b.c.'s,71
east,71
efforts.,71
@salarmybc:,70
hwy,70
i’m,70
#100milehouse.,70
#salvationarmy,69
love,69
other,69
priority,69
told,69
searchable,69
displaced,69
relief,68
continues,68
line,68
#countrylife,68
mcleese,68
going,68
harm’s,68
b/c,68
active,68
family,68
us.,67
should,67
@cnlastro:,67
fraser,67
text,67
relief:,67
#bcwildfi…,67
@totemsunrise:,67
these,66
learn,66
we’re,66
growth,66
@lailayuile:,66
time,65
damage,65
into,65
@cariboord.,65
#bc,64
road,64
much,64
metro,64
approximate,64
setting,64
wow,64
@cariboord:,64
eoc,64
#cowboylife,64
#rezlife,63
district,63
"vancouver,",63
lost...,63
come,63
currently,63
clinton,63
kersley,63
cariboo,63
moffat,62
"river,",62
far!,62
related,62
further,62
polley,62
aircraft,62
11,62
#3,61
45678,61
show,61
lakes,61
airport,61
situation.,61
communities,61
british,61
cots,61
@neetugarcha:,60
@genormand:,60
"evacuees,",60
health,60
assistance,60
day,60
details,59
bank,59
thousands,59
city,59
@canadianforces,59
community,59
access,59
@,59
another,58
ready,58
@environmentca:,58
w/,58
"@bcgovfireinfo,",57
doing,57
#100milehouse,57
forecast,57
@kamscan:,57
radio,57
only,56
reminder:,56
officials.,56
cows,56
s,56
that's,56
#princetonbc,56
#lakecountryfire,55
assisting,55
ranch,55
police,55
pt.),55
canada,55
3:00,55
risk,55
share.,54
report,54
@globeandmail:,54
help:,54
hectares.,54
work.,54
such,54
ordered,54
put,54
personnel,54
prepare,54
"37,000",53
#cowlife,53
back...#bcwildfire,53
hundreds,53
recognize,53
video:,53
part,53
@bcgovnews:,52
@bc1:,52
"map,",52
.,52
concern,52
experiencing,52
#williamslakebc,52
impacts,51
100,51
@fnha:,51
3,51
arrive,51
add'l,51
creek.,51
@emergencyinfobc,50
pet,50
@bcrcmp,50
fly,50
help.,50
6,50
spot,50
important,50
away,50
restricted,50
...,50
response.,50
"@emergencyinfobc,",49
sign,49
fluid,49
thoughts,49
@redcrosscanada:,49
program,49
back,49
sharing.,49
visit,49
#clearwater,49
shared,49
looking,49
maps,48
region,48
wanting,48
centre.,48
questions,48
nations,48
bombers,48
together,48
times,47
@saanichfire:,47
albertans,47
team,47
@tnrd:,47
strong,47
services,47
#bc'ers,47
supplies,47
generosity,47
nearly,47
black,47
#…,46
#clearwaterbc,46
intense,46
"news,",46
new:,46
@harjitsajjan:,45
bomber,45
might,45
.@tnrd,45
areas,45
@bchydro:,45
#bcparks,45
#fire,45
others,45
town,45
stand,45
intersection,45
victims.,45
send,45
instructions,44
@toddstonebc,44
drive,44
cache,44
beautiful,44
morning,44
ppl,44
prince,44
week,44
estimated,44
sailings,43
thick,43
#yeg,43
deployed,43
a.m.,43
also,43
@radionlnews:,43
@jjhorgan:,43
supporting,43
them.,43
@bcferries.,43
opening,43
am,43
w,43
hw…,43
hall,43
#clinton,42
"evacuated,",42
contained.,42
registered,42
stress,42
"today,",42
#saanich,41
your…,41
#quesnel,41
glowing,41
e32,41
(middle).,41
photo,41
down,41
got,41
#milkyway,41
difficult,41
bc:,41
#wildfire…,41
customers,41
them,41
evacuees:,41
power,41
#littlefort,41
"#clearwater,",41
#2,41
right.,41
#gustafson,41
crisis,41
#alexiscreek,40
relief.,40
#drone,40
@fortisbc:,40
grounded,40
families,40
97,40
than,40
"officers,",40
staff,40
spread,40
airspace.,40
#loonlake,40
future,40
patrol,40
billowing,40
guys,40
alberta,40
safe.,40
still,40
"burn,",39
continues3,39
ask:,39
say,39
key,39
researchers,39
always,39
there's,39
hours.,39
why,39
flames,39
daily,39
#bcpoli…,39
evacuated.,39
#rcmp,39
dog,39
tonight.,38
attention,38
south:,38
coping,38
hectares,38
$10,38
word,38
we're,38
boaters:,38
@meanwhileincana:,38
hwys,38
cut,38
federal,38
beginning,38
hope,37
stay…,37
salvation,37
terminology,37
photos,37
b.c's,37
expanded,37
@riacknw980:,37
control.,37
square,37
prayers,37
need-to-know,37
"disaster,",37
#yyc,37
normal;,37
weather,37
