#bcwildfire,8797
of,2525
from,1579
are,1201
with,1199
evacuees,1190
is,1151
,791
this,714
help,697
bc,685
#williamslake,651
as,646
evacuation,624
be,624
#kamloops,608
thank,584
smoke,579
#bcwildfires,564
or,532
#cachecreek,516
#bcwildfire.,503
-,497
if,494
will,486
b.c.,483
your,469
firefighters,455
@tranbc:,450
has,418
says,415
due,356
air,356
@preparedbc:,352
out,351
people,341
home,340
thanks,331
here,330
up,330
support,330
all,322
lake,317
return,303
watch,301
quality,300
#bcpoli,299
no,297
local,293
so,291
emergency,290
@globalbc:,290
everyone,288
residents,282
affected,277
please,277
that,275
donate,274
@cbcnewsbc:,272
lost,271
@woodfordchnl:,271
it,267
coming,261
@redcrosscanada,259
"#bcwildfire,",259
i’m,258
some,255
centre,253
more,249
evacuees.,248
@emergencyinfobc:,245
during,244
after,244
how,239
#bcfires,236
assist,232
burnt,228
stay,227
wildfires,222
@jjhorgan,220
across,219
july,215
there,215
burning,212
personnel,212
australia,209
first,209
#cariboo,209
protection,208
@citywl:,207
about,207
kamloops,206
@redcrosscanada:,206
structures,205
area,204
we're,204
map,204
24,202
text,202
cattle,202
damaged,201
hr,200
check,199
impacted,199
williams,198
their,196
they,195
#bcwildfire…,194
orders,194
but,194
h…,193
update,192
helping,191
premier,188
response,188
who,186
@bcgovfireinfo,183
showing,183
latest,180
update:,179
great,178
relief,177
cache,177
was,176
@bcgovfireinfo:,173
donation,170
crews,169
#evacuation,164
today,164
icymi,163
@salarmybc:,161
working,160
here's,156
ht…,156
creek,155
family,155
evacuee,155
open,154
evacuated,153
call,152
info,152
highway,150
what,149
community,149
over,147
many,145
my,145
red,145
alert,143
these,142
#salvationarmy,141
effect,140
share:,140
not,140
areas.,139
@bcrcmp:,139
"lake,",138
just,138
park,137
man,136
metro,136
bc:,136
water,136
updated,135
fences.,135
fight,134
big,133
homes,132
@jjhorgan:,131
keep,131
#evacuees,131
stolen,130
extraordinary,129
feelings,129
service.,129
echoing,129
lots,129
reception,128
been,128
where,127
free,126
into,126
resources,124
register,122
officials,121
list,121
@drivebc:,120
alberta,119
cooperating,118
patience,118
tonight,118
authorities,117
to…,116
properties,116
fight.,114
specialized,114
forest,114
🇦🇺50,113
would,113
thousands,113
currently,113
near,112
@meanwhileincana:,112
checkpoints.,112
2,111
last,110
closures,110
remains,110
current,110
information,110
@bcwildfirehelp:,109
most,109
@cariboord,108
@breannactv:,108
@cknw:,107
may,107
state,107
right,106
road,105
property,105
off,104
it's,104
minister,104
donations,102
"vancouver,",101
$65k,101
back,101
@lailayuile:,101
safe,100
other,100
available,100
@bcgovnews:,99
us,99
set,98
we’re,98
health,98
work,97
know,97
3pm.,97
efforts,96
info:,94
house,94
worth,94
#bc,93
under,93
45678,93
#bcwildlife,93
used,93
"fences,",93
few,92
tim,92
@news1130:,92
service,92
advisories,92
good,91
approximate,91
lost...,91
hortons,91
@safety_canada:,91
far!,91
@johnodowdirl:,91
being,90
rain,90
|,90
his,89
serve,89
@radionlnews:,89
cross,89
#bcpoli…,89
morning.,88
new:,88
still,86
very,85
asked,85
tips,85
govt,85
take,85
food,85
move,85
okanagan,84
.@tnrd,84
charged,84
day,84
evacuations,83
@andreawoo:,83
"creek,",83
get,82
#bcwildfire?,82
through,81
news,80
around,80
going,80
1,80
next,80
#cityofpg,80
north,80
shows,79
continue,79
"rcmp,",79
than,78
way,78
htt…,78
follow,78
offering,77
stays,77
18,77
donating,77
steps,77
response.,77
help.,76
destroyed,76
face,75
"$50,000",75
evac,75
#bcwildfire:,75
100,74
w…,74
like,74
region,74
report,74
heading,74
horgan,74
#kelowna,74
satellite,73
care,73
@news1130,72
interior,72
"move.also,",72
is#biggerthanyouthink,72
fighting,72
@globalbc,71
b.c.'s,71
here:,71
provide,70
victims,70
go,70
getting,70
centres,70
@hellobc:,69
lower,69
#100milehouse,69
forecast,69
units,69
every,69
quick,69
crisis.,69
i,69
live,68
morning,68
cariboo,68
#surreybc,67
arrived,67
#bcfire,67
today:,67
info.,67
11,67
efforts.,67
1-800-863-6582,67
do,66
#…,66
volunteers,66
meals,66
volunteer,66
start,65
city,65
any,64
much,64
800,64
travel,64
battle,64
visit,64
@cknw,64
@telus,63
returning,63
since,63
*5555,63
@johnrustad4bc,63
issued,63
when,63
@shelby_thom:,63
#ashcroft,63
impacts,62
@emergencyinfobc,62
safety,62
#yqr,62
tower,62
@ecccweatherbc:,62
@bchydro,62
@tnrd,62
50,61
days,61
mile,61
repair,61
date,61
conditions,61
doubling,60
forced,60
.@christyclarkbc,60
outgoing,60
closed,60
outrageous,60
week,60
hard,59
before,59
advisory,59
#vancouver,59
come,59
truck,59
#yyc,59
@justintrudeau,59
remain,58
means,58
make,58
number,58
slap,58
wildfires:,58
17,58
starting,58
south,58
tears,58
responders,57
#yeg,57
areas,57
tomorrow,57
ashcroft,57
nations…,57
you're,57
8,57
province,57
lifted,57
reduce,57
its,56
comms,56
major,56
"kamloops,",56
mayor,56
fire…,56
british,56
another,55
main,55
animal,55
exposure,55
@youralberta:,55
"compromised,",55
in:,55
far,55
create,54
@krmason7:,54
situation:,54
canadian,54
making,54
disaster,54
smoke:,54
plan,54
bc?,54
western,54
gets,54
home.,54
